source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
272,who learned trumpet at the age of 18 and began playing professionally?,Guajiro,Mirabal,2024-10-01,2024-11-01 00:00:00,"Manuel ""Guajiro"" Mirabal (born 5 May 1933) is a Cuban trumpeter, best known for his work with the Buena Vista Social Club.Buena Vista Social Club : Musicians. Publisher: PBS Biography ""Guajiro"" learne…","Manuel ""Guajiro"" Mirabal (5 May 1933 – 28 October 2024) was a Cuban trumpeter, best known for his work with the Buena Vista Social Club.Buena Vista Social Club : Musicians. Publisher: PBS Biography Mi…",,c,
284,which members departed from Serebro?,Anastasia/Elena,Karpova/Temnikova,2024-11-01,2024-12-01 00:00:00,"…0,000 copies. 2013–2015: New record label, new music projects and Anastasia/Elena's Departure After the decline of their success after ""Mama Lover"", the group started to record songs for their third s…","…0,000 copies. 2013–2015: New record label, new music projects and Karpova/Temnikova's Departure After the decline of their success after ""Mama Lover"", the group started to record songs for their third…",,c,
288,how many horses fell at the first Canal Turn?,Eight,Ten,2024-11-01,2024-12-01 00:00:00,"…. It was notable for an unusually high number of falls, including eight at the first Canal Turn, and it came in for criticism in some quarters, believing that the conditions were too wet and muddy. Ho…","…. It was notable for an unusually high number of falls, including ten at the first Canal Turn, caused by a riderless horse running across the fence, and it came in for criticism in some quarters, beli…",수치?,c,
291,what company is credited with creating the earliest known motorized inspection car?,U.S. Daimler Motor Company,Kalamazoo Manufacturing Company,2024-11-01,2024-12-01 00:00:00,"…on cars date back to at least 1896, when it was reported that the U.S. Daimler Motor Company created a gasoline-powered rail inspection car capable of 15 mph (24 km/h).Notes of the Month, The Automoto…","…r. Motorized inspection cars date back to at least 1895, when the Kalamazoo Manufacturing Company started building gasoline-engined inspection cars. In the 1990s, many speeders were replaced by pickup…",,c,
292,in which Chinese dynasty was gunpowder invented?,Eastern Jin dynasty,Tang dynasty,2024-08-01,2024-09-01 00:00:00,"…under Dawit II. Asia China Gunpowder was invented in China in the Eastern Jin dynasty. It started being broadly used in warfare in the Tang dynasty From the 7th through 10th century, there were widesp…","…under Dawit II. Asia China Gunpowder was invented in China in the Tang dynasty. It started being broadly used in warfare in the Song dynasty. From the 7th through 10th century, there were widespread a…",,c,
296,"what proportion of teams in the top two tiers are owned by three groups: Grupo Pachuca, Grupo Caliente, and Grupo Orlegi?",About a third,About a quarter,2024-08-01,2024-09-01 00:00:00,"…ootball clubs and the Femexfut. Of 33 clubs in the top two tiers, about a third of the teams are owned by three groups: Grupo Pachuca (Pachuca, León, Tlaxcala), Grupo Caliente (Tijuana, Dorados de Sin…","…ootball clubs and the Femexfut. Of 33 clubs in the top two tiers, about a quarter of the teams are owned by three groups: Grupo Pachuca (Pachuca, León), Grupo Caliente (Tijuana, Querétaro, Dorados de …",수치?,c,
297,what type of race is the IWK 250 considered to be in North America?,Pro Stock,Late Model,2024-08-01,2024-09-01 00:00:00,"…re in Halifax, Nova Scotia. It has since become one of the primer Pro Stock races in North America, attracting national attention, as well as some of the sports top drivers, including NASCAR Champions…","…e in Halifax, Nova Scotia. It has since become one of the premier Late Model races in North America, attracting national attention, as well as some of the sports top drivers, including NASCAR Champion…",,c,
300,"who animated the thirty-nine episode sequel to the anime series ""Medarot Damashii""?",Production I.G,Trans Arts,2024-08-01,2024-09-01 00:00:00,"…irty-nine episode sequel to the anime series that was animated by Production I.G, Medarot Damashii (Unofficially known in English as Medabots Spirits) aired from July 7, 2000 to March 30, 2001.","…irty-nine episode sequel to the anime series that was animated by Trans Arts, aired from July 7, 2000 to March 30, 2001.",,c,
307,how many major commercial cable networks dedicated to children's television are there in the United States?,Four,Three,2024-08-01,2024-09-01 00:00:00,"…t airing."" Channels United States In the United States, there are four major commercial cable networks dedicated to children's television. All three also operate secondary services with specialized sc…","…t airing."" Channels United States In the United States, there are three major commercial cable networks dedicated to children's television. All three also operate secondary services with specialized s…",수치?,c,
311,who is the current principal of St. Matthew Catholic High School?,Phillip Capobeanico,Dana Power,2024-09-01,2024-10-01 00:00:00,"…ans district of Ottawa, Ontario, Canada. The current principal is Phillip Capobeanico . The school broke the Guinness world record for largest unbroken human chain, called the Bear Hug. The event was …","…ans district of Ottawa, Ontario, Canada. The current principal is Dana Power. The school broke the Guinness world record for largest unbroken human chain, called the Bear Hug. The event was in support…",,g,
317,"which newspaper did Martin Baron work for in the drama film ""Spotlight""?",The Washington Post,The Boston Globe,2024-11-01,2024-12-01 00:00:00,…n the Bobby Fischer drama Pawn Sacrifice (2014). Schreiber played The Washington Post journalist Martin Baron in the drama film Spotlight (2015).,…n the Bobby Fischer drama Pawn Sacrifice (2014). Schreiber played The Boston Globe journalist Martin Baron in the drama film Spotlight (2015). He won the Screen Actors Guild Award for Outstanding Perf…,,c,
321,what era of comic books did Doctor Occult first appear in?,The Golden Age,The Platinum Age,2024-06-01,2024-07-01 00:00:00,…ing the supernatural. Doctor Occult first appeared in 1935 around the Golden Age of Comic Books. He was published by National Comics Publications and Centaur Publications within anthology titles. He i…,…ing the supernatural. Doctor Occult first appeared in 1935 during the Platinum Age of Comic Books. He was published by National Comics Publications and Centaur Publications within anthology titles. He…,,c,
325,what type of footballer was Jovan Tanasijević?,International footballer,Professional footballer,2024-09-01,2024-10-01 00:00:00,"… Јован Танасијевић; born 20 January 1978) is a former Montenegrin international footballer who played as a defender. Club career Tanasijević made his senior debut for his hometown side Priština, befor…",… Јован Танасијевић; born 20 January 1978) is a Montenegrin former professional footballer who played as a defender. He made 13 appearances for the Montenegro national team. Club career Tanasijević mad…,,c,
328,which Croatian club is Ivan Radeljić the manager of?,Slaven Belupo,Croatia Zmijavci,2024-11-01,2024-12-01 00:00:00,… who played as a defender. He is the manager of the Croatian club Slaven Belupo. Club career Radeljić has spent a long period playing in Croatian football league for different clubs. He moved to Germa…,… who played as a defender. He is the manager of the Croatian club Croatia Zmijavci. Club career Radeljić has spent a long period playing in Croatian football league for different clubs. He moved to Ge…,,g,
344,who is the headteacher of St Crispin's School?,Andy Hinchliff,Railton Blyth,2024-10-01,2024-11-01 00:00:00,"…hool, 2003, pp16-17. 2013-2022: Ginny Rhodes , the headteacher is Andy Hinchliff. Notable alumni Luke Bedford, composer Rob Bloomfield, producer and drummer in Does It Offend You, Yeah? Stephen Hughes…","…hool, 2003, pp16-17. 2013-2022: Ginny Rhodes , the headteacher is Railton Blyth. Notable alumni Luke Bedford, composer Rob Bloomfield, producer and drummer in Does It Offend You, Yeah? Stephen Hughes,…",,g,
347,how many novels has Joanna Briscoe written?,Four,Six,2024-06-01,2024-07-01 00:00:00,"Joanna Briscoe (born 1963) is an English writer who has written four novels and several short stories and has worked as a freelance journalist. Her first novel, Mothers and Other Lovers, won a Betty T…","Joanna Briscoe (born 1963) is an English writer who has written six novels and several short stories and has worked as a freelance journalist. Her first novel, Mothers and Other Lovers, won a Betty Tr…",수치?,c,
348,what is the name of the A0 Ve star that is an Ae star surrounded by an envelope of gas?,Gamma Ursae Majoris,Phecda,2024-09-01,2024-10-01 00:00:00,"… equivalent to the Big Dipper. Consequently, the Chinese name for Gamma Ursae Majoris itself is (, ) and (, ). AEEA (Activities of Exhibition and Education in Astronomy) 天文教育資訊網 2006 年 6 月 15 日 Proper…","…e first two batches of names approved by the WGSN, which included Phecda for this star. To the Hindus this star was known as Pulastya, one of the seven rishis. In Chinese, (), meaning Northern Dipper,…",,c,
349,what is the name of the astrometric binary star that has a companion star regularly perturbing the Ae-type primary star?,Gamma Ursae Majoris,Phecda,2024-09-01,2024-10-01 00:00:00,"… is about 0.92 mas. It has an estimated age of 300 million years. Gamma Ursae Majoris is also an astrometric binary: the companion star regularly perturbs the Ae-type primary star, causing the primary…","…es as well, from 6,750 K in the equator to 10,520 K in the poles. Phecda is also an astrometric binary: the companion star regularly perturbs the Ae-type primary star, causing the primary to wobble ar…",,c,
353,in which regions of the Americas has Lift been available?,Latin America,Chile,2024-10-01,2024-11-01 00:00:00,"…a-Cola Company that has been available in Australia, New Zealand, Latin America, Germany, Austria, Philippines and Eastern Europe since the 1970s, which is carbonated and flavored with fruit juice. In…","…a-Cola Company that has been available in Australia, New Zealand, Chile, Germany, Austria, Philippines and Eastern Europe since the 1970s, which is carbonated and flavored with fruit juice. In Austral…",,c,
355,what was Mira Furlan's nationality?,Yugoslav-American,Croatian-American,2024-08-01,2024-09-01 00:00:00,"Mira Furlan (7 September 1955 – 20 January 2021) was a Yugoslav-American actress and singer. Internationally, she was best known for her roles as the Minbari Ambassador Delenn in the science fiction t…","Mira Furlan (7 September 1955 – 20 January 2021) was a Croatian-American actress and singer. Internationally, she was best known for her roles as the Minbari Ambassador Delenn in the science fiction t…",,c,
356,"what community did Hosh Muhammad belong to in Sindh, Pakistan?",Soomro community,Sheedi community,2024-06-01,2024-07-01 00:00:00,"…led during battle in 24 March 1843. Hosh Muhammad belonged to the Soomro community of Sindh, Pakistan. Before his death in the Battle of Hyderabad, he called out the famous slogan: {{cquote| Hosh Muha…","…led during battle in 24 March 1843. Hosh Muhammad belonged to the Sheedi community of Sindh, Pakistan. Before his death in the Battle of Hyderabad, he called out the famous slogan: {{cquote| Hosh Muha…",,c,
357,"what community did Hosh Muhammad belong to in Sindh, Pakistan?",Sheedi community,Soomro community,2024-07-01,2024-08-01 00:00:00,"…led during battle in 24 March 1843. Hosh Muhammad belonged to the Sheedi community of Sindh, Pakistan. Before his death in the Battle of Hyderabad, he called out the famous slogan: {{cquote| Hosh Muha…","…led during battle in 24 March 1843. Hosh Muhammad belonged to the Soomro community of Sindh, Pakistan. Before his death in the Battle of Hyderabad, he called out the famous slogan: {{cquote| Hosh Muha…",,c,
359,"what is Eric Benét Jordan's profession, aside from being an R&B singer-songwriter?",Musician,Actor,2024-06-01,2024-07-01 00:00:00,"… (born October 15, 1966) is an American R&B singer-songwriter and musician. He has been nominated for four Grammy Awards. Early life and education Benét was born on October 15, 1966, in Mobile, Alabam…","… (born October 15, 1966) is an American R&B singer-songwriter and actor. He has been nominated for four Grammy Awards. Early life and education Benét was born on October 15, 1966, in Mobile, Alabama. …",,g,
360,how many studio albums has the Swedish progressive rock band The Flower Kings released?,fifteen,sixteen,2024-08-01,2024-09-01 00:00:00,"…ve rock, having released over twenty hours of music spread across fifteen studio albums. Their music is similar to early symphonic progressive rock groups such as Yes, marked by sharp dynamic changes,…","…ve rock, having released over twenty hours of music spread across sixteen studio albums. Their music is similar to early symphonic progressive rock groups such as Yes, marked by sharp dynamic changes,…",수치?,c,
363,which national rugby union team's representative matches are listed in the table at test level?,Portugal national XV,Costa Rican national XV,2024-09-01,2024-10-01 00:00:00,… Below is a table of the representative rugby matches played by a Portugal national XV at test level up until 23 November 2019: Against Played Won Lost Drawn % Won 1 0 1 0 0% 1 0 1 0 0% 4 0 4 0 0% 7 3…,…elow is a table of the representative rugby matches played by the Costa Rican national XV at test level up until 23 November 2019: Against Played Won Lost Drawn % Won 1 0 1 0 0% 1 0 1 0 0% 5 0 5 0 0% …,,c,
368,how many tournaments were granted Super 1000 level following the restructurisation to BWF World Tour?,three,four,2024-06-01,2024-07-01 00:00:00,"…ructurisation to BWF World Tour, since 2018 it became one of only three tournaments to be granted Super 1000 level. Sponsorships Pelita Jaya (1987–1988) Pelita Khatulistiwa (1989) Pelita Mahakam (1990…","…ructurisation to BWF World Tour, since 2018 it became one of only four tournaments to be granted Super 1000 level. Sponsorships Pelita Jaya (1987–1988) Pelita Khatulistiwa (1989) Pelita Mahakam (1990)…",수치?,c,
371,how many days after suffering third-degree burns did Elizabeth Shin die?,Several days,Four days,2024-09-01,2024-10-01 00:00:00,"…rcent of her body was covered in third-degree burns, and she died several days later. Lawsuit On January 28, 2002, Shin's family filed a $27.65 million wrongful-death lawsuit against the school and se…","…rcent of her body was covered in third-degree burns, and she died four days later.",수치?,c,
376,what type of watercraft did the ten Royal Marines use during Operation Frankton?,Canoes,Folding kayaks,2024-08-01,2024-09-01 00:00:00,"…g the night of 7 December 1942, ten Royal Marines set out in five canoes on Operation Frankton.","…g the night of 7 December 1942, ten Royal Marines set out in five folding kayaks on Operation Frankton in Bordeaux, France.",,c,
377,what was the nationality of Gurmit Singh's father?,Sikh Indian,Malaysian Indian,2024-07-01,2024-08-01 00:00:00,"…m 2004 to 2005, he won the Highly Commended prize. Life Born to a Sikh Indian father, Chainchal Singh, and an East Asian (Chinese–Japanese) mother, Gurmit was brought up as a Sikh, but converted to Ch…","…m 2004 to 2005, he won the Highly Commended prize. Life Born to a Malaysian Indian father, Chainchal Singh, and an East Asian (Chinese–Japanese) mother, Gurmit was brought up as a Sikh, but converted …",,c,
382,what nationality was Pio Alika Sagapolutele?,American,Samoan,2024-10-01,2024-11-01 00:00:00,"Pio Alika Sagapolutele (November 28, 1969 – June 7, 2009) was an American football defensive tackle who played seven seasons in the National Football League for the Cleveland Browns, the New England P…","Pio Alika Sagapolutele (November 28, 1969 – June 7, 2009) was a Samoan professional football defensive tackle who played seven seasons in the National Football League (NFL) for the Cleveland Browns, t…",,c,
383,what is the scope of Enron's status as the largest bankruptcy due to fraud?,All time,United States history,2024-09-01,2024-10-01 00:00:00,…w AEI). It is the largest bankruptcy due specifically to fraud of all time.,…w AEI). It is the largest bankruptcy due specifically to fraud in United States history.,,c,
390,which room do Holmes and Watson stay in after warning Helen to move to her old room?,Helen's room,Julia's room,2024-11-01,2024-12-01 00:00:00,"… travel to Stoke Moran, where he scrutinizes the premises. Within Helen's room, he discovers her bed is anchored to the floor, an unconnected bell cord has been installed, and a ventilator hole connec…","…n to move to her old room that night, while he and Watson stay in Julia's room.",,c,
391,who is the superintendent of Woodland Community Consolidated School District 50?,Lori Casey,Robert Machak,2024-06-01,2024-07-01 00:00:00,"…est school district in Illinois. The district's superintendent is Lori Casey. The student population is 5,600 students in the grades of Kindergarten through eighth grade. There are four schools: the p…","…est school district in Illinois. The district's superintendent is Robert Machak. The student population is 4,600 students in the grades of Kindergarten through eighth grade. There are four schools: th…",,g,
393,who is the current president of the Jacksonville City Council?,Ronald Salem,Randy White,2024-10-01,2024-11-01 00:00:00,"…-year terms beginning the first of July. The current president is Ronald Salem ((R)At-Large Seat 2) The nineteen members are not all elected in the same manner; some are elected from districts, and ot…","…-year terms beginning the first of July. The current president is Randy White ((R) District 12) The nineteen members are not all elected in the same manner; some are elected from districts, and others…",,g,
395,what university do the two colleges strive to fulfill the mission of?,SAGU,Nelson University,2024-08-01,2024-09-01 00:00:00,"…ntain Bible-based curriculum and strive to fulfill the mission of SAGU. Since 2000, SAGU has added 24 new academic programs, bringing the total to more than 60 programs.","…ntain Bible-based curriculum and strive to fulfill the mission of Nelson University. Since 2000, Nelson University has added 24 new academic programs, bringing the total to more than 60 programs.",,g,
401,where was George Berkeley located when he became a leading exponent of empiricism?,England,Ireland,2024-08-01,2024-09-01 00:00:00,"…h both integral to this overarching transition, Francis Bacon, in England, first advocated for empiricism in 1620, whereas René Descartes, in France, laid the main groundwork upholding rationalism aro…","…ocke in England, and in the 18th century, both George Berkeley in Ireland and David Hume in Scotland, all became leading exponents of empiricism, hence the dominance of empiricism in British philosoph…",,c,
403,"how many manga series were Koushun Takami's novel ""Battle Royale"" adapted into?",three manga series,four manga series,2024-08-01,2024-09-01 00:00:00,"…apted into two live-action films, directed by Kinji Fukasaku, and three manga series. Takami was born on 10 January 1969 in Amagasaki, Hyōgo Prefecture near Osaka and grew up in the Kagawa Prefecture …","…apted into two live-action films, directed by Kinji Fukasaku, and four manga series. Takami was born on 10 January 1969 in Amagasaki, Hyōgo Prefecture near Osaka and grew up in the Kagawa Prefecture o…",수치?,c,
404,who is the athletic director of East Chicago Central High School?,Cindy Wilson,Grayling Gordon,2024-08-01,2024-09-01 00:00:00,…ng proficiency is bottom 50%). Athletics The athletic director is Cindy Wilson. The Cardinals compete in the Great Lakes Conference (GLC) as well as in the state championship series sponsored by the I…,…ng proficiency is bottom 50%). Athletics The athletic director is Grayling Gordon. The Cardinals compete in the Great Lakes Conference (GLC) as well as in the state championship series sponsored by th…,,g,
409,in which tier of Swedish football is Degerfors IF playing?,Allsvenskan,Superettan,2024-09-01,2024-10-01 00:00:00,"…football club Degerfors IF, which is playing in the highest tier, Allsvenskan.","…fors IF, which is playing in the second tier of Swedish football, Superettan.",,g,
410,who did the marriage to Ida make a power?,Renaud,Danmartin,2024-11-01,2024-12-01 00:00:00,"In 1191, Renaud's father, Alberic, kidnapped and had Renaud marry Ida, Countess of Boulogne. The County of Boulogne thereby became vassal to the French king, rather than the count of Flanders. While t…","In 1191, Danmartin's father, Alberic, kidnapped and had Danmartin marry Ida, Countess of Boulogne. The County of Boulogne thereby became vassal to the French king, rather than the count of Flanders. W…",,c,
411,who did Philip make Count of Aumale?,Renaud,Danmartin,2024-11-01,2024-12-01 00:00:00,"In 1203, Renaud and his wife gave a merchant's charter to Boulogne. This was probably made for financial consideration. Philip made Renaud Count of Aumale the following year, but Renaud began to detac…","In 1203, Danmartin and his wife gave a merchant's charter to Boulogne. This was probably made for financial consideration. Philip made Danmartin Count of Aumale the following year, but Danmartin began…",,c,
414,in what month did Men & Motors receive a major rebrand?,March,August,2024-08-01,2024-09-01 00:00:00,"…e from Granada branding. Men & Motors received a major rebrand in March 2001, and the Granada brand was dropped from Plus in September 2002.","…e from Granada branding. Men & Motors received a major rebrand in August 2001, and the Granada brand was dropped from Plus in September 2002.",,c,
418,who is the Chancellor of Collegium Civitas?,Magdalena Wypych,Roma Równiak,2024-09-01,2024-10-01 00:00:00,"… President is Professor Jadwiga Koralewicz, and the Chancellor is Magdalena Wypych. Degrees The university offers a wide range of bachelor's and master's degree programs taught in Polish, English and …","… President is Professor Jadwiga Koralewicz, and the Chancellor is Roma Równiak. Degrees The university offers a wide range of bachelor's and master's degree programs taught in Polish, English and bili…",,g,
423,who is featured on the obverse of the standard set of Canadian coin designs?,Elizabeth II,Charles III,2024-06-01,2024-07-01 00:00:00,"…adian symbols, usually wildlife, on the reverse, and an effigy of Elizabeth II on the obverse. Some pennies, nickels, and dimes remain in circulation that bear the effigy of George VI. It is also comm…","…adian symbols, usually wildlife, on the reverse, and an effigy of Charles III on the obverse. A large number of pennies, nickels, and dimes are in circulation bearing the effigy of Elizabeth II, and o…",,g,
424,what is the ranking of the Canadian dollar as a reserve currency in the world?,Seventh,Fifth,2024-11-01,2024-12-01 00:00:00,"…proximately 2% of all global reserves, the Canadian dollar is the seventh-most held reserve currency in the world, behind the U.S. dollar, euro, yen, sterling, renminbi, and Australian dollar. The Can…","…proximately 2% of all global reserves, the Canadian dollar is the fifth-most held reserve currency in the world, behind the U.S. dollar, euro, yen, and sterling. The Canadian dollar is popular with ce…",수치?,g,
425,who is the current coach of the Northeastern Men's Soccer team?,Chris Gbandhi,Jeremy Bonomo,2024-07-01,2024-08-01 00:00:00,…round of the NCAA Championships. The team is currently coached by Chris Gbandhi.,…round of the NCAA Championships. The team is currently coached by Jeremy Bonomo.,,g,
426,where is TelevisaUnivision headquartered in the United States?,New York,Miami,2024-10-01,2024-11-01 00:00:00,…munications) is a Mexican-American media company headquartered in New York and Mexico City that owns American Spanish language broadcast network Univision and free-to-air channels in Mexico such as La…,…munications) is a Mexican-American media company headquartered in Miami and Mexico City that owns American Spanish language broadcast network Univision and free-to-air channels in Mexico such as Las E…,,g,
427,which team drafted Sam Ball?,The Jets,The Baltimore Colts,2024-07-01,2024-08-01 00:00:00,"Professional career Ball was also drafted in 1966 by the Jets in the 2nd round, 15th overall. 1966 was the last year of separate drafts by the NFL and AFL. On January 12, 1969, Ball was the starting o…","…ich he maintained for most of his career. In the 1968 season, the Colts won the NFL Championship before losing to the Jets in Super Bowl III. In 1970, Ball was a member of the Colts' Super Bowl V winn…",,c,
430,with whom did the Russian Church restore communion after signing the document?,The Orthodox Church,The Ecumenical Patriarchate,2024-07-01,2024-08-01 00:00:00,…r signing the document the Russian Church restored communion with the Orthodox Church. 2018 Since the Baptism of Rus' in 867 the Orthodox church in Ukraine was led by the Metropolitan of Kiev and all …,…r signing the document the Russian Church restored communion with the Ecumenical Patriarchate. 2018 Since the Baptism of Rus' in 867 the Orthodox church in Ukraine was led by the Metropolitan of Kiev …,,c,
435,what was the ethnic composition of the 51 non-Muslim Albanian residents of Drugovo?,Bulgarians,Macedonians,2024-06-01,2024-07-01 00:00:00,"…y a total of 588 people, 537 of whom were Muslim Albanians and 51 Bulgarians.http://pop-stat.mashke.org/alb-historic/1942-diber-tetove-ethnicrel-loc.htm The Yugoslav census of 1948 recorded 537 people…","…y a total of 588 people, 537 of whom were Muslim Albanians and 51 Macedonians.http://pop-stat.mashke.org/alb-historic/1942-diber-tetove-ethnicrel-loc.htm The Yugoslav census of 1948 recorded 537 peopl…",,c,
437,"at which Academy Awards was ""The Emigrants"" nominated for Best Foreign Language Film?",45th Academy Awards,44th Academy Awards,2024-06-01,2024-07-01 00:00:00,"…nated for the Academy Award for Best Foreign Language Film at the 45th Academy Awards. It was nominated for four more Oscars the following year, including for Best Picture, the same year that The New …","…nated for the Academy Award for Best Foreign Language Film at the 44th Academy Awards. It was nominated for four more Oscars the following year, including for Best Picture, the same year that The New …",,c,
438,where is The Great Church of Lucifer based in Denmark?,Fanø island,Anholt island,2024-07-01,2024-08-01 00:00:00,"…ifer, Denmark"", stated that ""The Great Church of Lucifer based in Fanø island Denmark"", but also It stated that the Neo-Luciferian Church incorporates ""elements from Thelema, Gnosticism, Voodoo, tradi…","…ifer, Denmark"", stated that ""The Great Church of Lucifer based in Anholt island Denmark"", but also It stated that the Neo-Luciferian Church incorporates ""elements from Thelema, Gnosticism, Voodoo, tra…",,c,
440,who is the current representative of the Saskatchewan New Democratic Party in the constituency of Saskatoon Eastview?,Matt Love,Darcy Warrington,2024-11-01,2024-12-01 00:00:00,"…onstituency of Saskatoon Eastview. It is currently represented by Matt Love of the Saskatchewan New Democratic Party, first elected in 2020.","…onstituency of Saskatoon Eastview. It is currently represented by Darcy Warrington of the Saskatchewan New Democratic Party, first elected in 2024.",,g,
441,what term was Clover Moore re-elected to in the most recent election?,A fifth term,A sixth term,2024-09-01,2024-10-01 00:00:00,"…t which the incumbent Lord Mayor, Clover Moore, was re-elected to a fifth term. The Lord Mayor is assisted in their work by a Deputy Lord Mayor, who is elected on an annual basis by the elected counci…","…t which the incumbent Lord Mayor, Clover Moore, was re-elected to a sixth term. The Lord Mayor is assisted in their work by a Deputy Lord Mayor, who is elected on an annual basis by the elected counci…",수치?,g,
447,what type of cake does Sjöbo hold the Guinness World Record for making the biggest?,Spettekaka,Rulltårta,2024-11-01,2024-12-01 00:00:00,"…rosses it. Sjöbo holds the Guinness World Record for the biggest ""spettekaka"" ever made. ""Spettekaka"" (""spit cake"") is a cake made out of flour, sugar and eggs and baked on a type of rotisserie, or 's…","…rosses it. Sjöbo holds the Guinness World Record for the biggest ""rulltårta"" ever made. ""Spettekaka"" (""spit cake"") is a cake made out of flour, sugar and eggs and baked on a type of rotisserie, or 'sp…",,c,
461,what was Kam Fong Chun's nationality as a police officer?,American,Hawaiian,2024-11-01,2024-12-01 00:00:00,"…Chun (born Kam Tong Chun; May 27, 1918 – October 18, 2002) was an American police officer and actor, best known for his role as Chin Ho Kelly, a police detective on the CBS television network series H…","…Chun (born Kam Tong Chun; May 27, 1918 – October 18, 2002) was an Hawaiian police officer and actor, best known for his role as Chin Ho Kelly, a police detective on the CBS television network series H…",,c,
473,which constituency does the parish of Great Bedwyn now fall within?,Devizes constituency,East Wiltshire constituency,2024-09-01,2024-10-01 00:00:00,…bolished by the Great Reform Act. The parish now falls within the Devizes constituency. Notable people A branch of the Hungerford family of Farleigh Hungerford owned land in the area.,…bolished by the Great Reform Act. The parish now falls within the East Wiltshire constituency. Notable people A branch of the Hungerford family of Farleigh Hungerford owned land in the area.,,g,
477,which Erovnuli Liga club is Irakli Modebadze currently working as a coach at?,Dila Gori,Dinamo Batumi,2024-07-01,2024-08-01 00:00:00,"…al footballer, currently working as a coach at Erovnuli Liga club Dila Gori. He is the two-time champion of the Georgian top division and the top-scorer of the 2015 season. Modebadze has played for th…","…al footballer, currently working as a coach at Erovnuli Liga club Dinamo Batumi. He is the two-time champion of the Georgian top division and the top-scorer of the 2015 season. Modebadze has played fo…",,g,
487,what genre of music was V Shape Mind primarily associated with?,Alternative metal,Alternative rock,2024-06-01,2024-07-01 00:00:00,V Shape Mind was an American alternative metal band. They released one major label album in 2003 before disbanding the following year. Background V Shape Mind was formed in 1999 and toured the local I…,V Shape Mind was an American alternative rock band. They released one major label album in 2003 before disbanding the following year. Background V Shape Mind was formed in 1999 and toured the local Il…,,c,
491,who is the head of the Department of Medicine?,Prof. Nyo Nyo Wah,Prof. Cho Mar Hlaing,2024-11-01,2024-12-01 00:00:00,…tive & Social Medicine - Prof. Pa Pa Soe Department of Medicine - Prof. Nyo Nyo Wah Department of Surgery - Prof.,…tive & Social Medicine - Prof. Pa Pa Soe Department of Medicine - Prof. Cho Mar Hlaing Department of Surgery - Prof.,,g,
523,where is Ghulam Hasan unable to save enough money to visit and see his family?,Lucknow,Kotwara,2024-08-01,2024-09-01 00:00:00,"…e of his best efforts, he is unable to save enough money to visit Lucknow and his family. Lalulal has problems of his own, in spite of being settled in Bombay for several years. Having a sweetheart, Y…","…e of his best efforts, he is unable to save enough money to visit Kotwara and his family. Lalulal has problems of his own, in spite of being settled in Bombay for several years. Having a sweetheart, Y…",,c,
524,where does Ghulam decide to return after the incident?,Lucknow,Kotwara,2024-08-01,2024-09-01 00:00:00,"…This incident is a big blow to Ghulam and he decides to return to Lucknow, but procrastination prevents him from doing so. Closing shots show him driving his taxi in the city of dreams.","…This incident is a big blow to Ghulam and he decides to return to Kotwara, but procrastination prevents him from doing so. Closing shots show him driving his taxi in the city of dreams.",,c,
531,how many properties have been suggested as criteria for distinguishing nonmetals from metals?,Over two dozen,Over thirty,2024-07-01,2024-08-01 00:00:00,… or nonmetallic emerged only in the late 18th century. Since then over two dozen properties have been suggested as criteria for distinguishing nonmetals from metals. Definition and applicable elements…,… or nonmetallic emerged only in the late 18th century. Since then over thirty properties have been suggested as criteria for distinguishing nonmetals from metals. Definition and applicable elements Un…,수치?,c,
533,what rare crocodile species did the bank breed in addition to other species?,Tomistoma crocodile,False gharial,2024-07-01,2024-08-01 00:00:00,"…ding the species since 1989. The park breeds other two species of crocodiles from India, mugger and salt-water crocodiles from 1983. It has also been breeding other exotic crocodile species such as Mo…","…dile (Crocodylus siamensis). In 2010, the bank also bred the rare false gharial, a species listed as endangered on the Red List of the International Union for Conservation of Nature (IUCN). The trust …",,c,
537,"how many children do Tony Peters and his wife, Jewell, have?",Four,Two,2024-07-01,2024-08-01 00:00:00,"…ners at the University of Oklahoma. He and his wife, Jewell, have four children. Peters' half-brother, Charles Bray, played for the Toronto Argonauts in the Canadian Football League (CFL).DEA Followed…","…ners at the University of Oklahoma. He and his wife, Jewell, have two children. Jewell passed away sadly in 2017. Peters' half-brother, Charles Bray, played for the Toronto Argonauts in the Canadian F…",수치?,c,
538,what company did Level 5 Networks merge with after Andy Hopper's directorship ended in 2008?,Xilinx,Solarflare,2024-06-01,2024-07-01 00:00:00,"…Networks and was a director until 2008, just after it merged with Xilinx.","…Networks and was a director until 2008, just after it merged with Solarflare. From 2005 until 2009, Hopper was chairman of Adventiq, a joint venture between Adder and RealVNC, developing a VNC-based s…",,c,
539,who shot down the aircraft with one of two 9K38 Iglas?,Hizbul Islam,al-Shabaab,2024-09-01,2024-10-01 00:00:00,"…ook, the aircraft was shot down by one of two 9K38 Iglas fired by Hizbul Islam. See also List of airliner shootdown incidents References External links () Pre-accident images of the aircraft Category:…","…ook, the aircraft was shot down by one of two 9K38 Iglas fired by al-Shabaab. See also List of airliner shootdown incidents References External links () Pre-accident images of the aircraft Category:Ac…",,c,
