source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
3506,who is the current owner of the Byron Nuclear Generating Station?,Exelon Corporation,Constellation Energy,2024-07-01,2024-08-01 00:00:00,"… Economy The Byron Nuclear Generating Station, currently owned by Exelon Corporation, is just south of Byron. It began operations in 1985, after ten years of construction.","… Economy The Byron Nuclear Generating Station, currently owned by Constellation Energy, is just south of Byron. It began operations in 1985, after ten years of construction.",,g,
3513,what type of record transfer fee did Fernando Torres join Chelsea for?,British record transfer fee,Premier League record transfer fee,2024-09-01,2024-10-01 00:00:00,"…hies, Torres left Liverpool in January 2011 to join Chelsea for a British record transfer fee of £50 million, which made him the most expensive Spanish player in history. At Chelsea, Torres won the FA…","…hies, Torres left Liverpool in January 2011 to join Chelsea for a Premier League record transfer fee of £50 million, which made him the most expensive Spanish player in history. At Chelsea, Torres won…",,c,
3519,how many of the budget home video and music distributors that became part of Anchor Bay were previously distributed by Video Treasures?,Three,Four,2024-08-01,2024-09-01 00:00:00,"…, Burbank Video, Drive Entertainment, and GTS Records, the former three previously distributed by Video Treasures.","…, Burbank Video, Drive Entertainment, and GTS Records, the former four previously distributed by Video Treasures.",수치?,c,
3522,"what ranking did ""Doberman Deka"" jump from in the reader rankings to third?",Thirteenth,Seventeenth,2024-09-01,2024-10-01 00:00:00,"…e, Ikue Sakakibara. After which, Doberman Deka jumped from around thirteenth in the reader rankings to third.","…e, Ikue Sakakibara. After which, Doberman Deka jumped from around seventeenth in the reader rankings to third.",,c,
3524,what was the last American-owned Formula One team before Jaguar Racing?,Shadow,Haas Lola,2024-11-01,2024-12-01 00:00:00,"…e 1980 that a Formula One team was owned by American company when Shadow was the last American-owned Formula One team. Despite this branding, they continued to use full-works Ford Cosworth engines in …","…e 1986 that a Formula One team was owned by American company when Haas Lola was the last American-owned Formula One team. Despite this branding, they continued to use full-works Ford Cosworth engines …",,c,
3532,where did Shahid Suhrawardy die?,Lebanon,Karachi,2024-07-01,2024-08-01 00:00:00,… of Li Houzhu. Death Shahid Suhrawardy died on 5 December 1963 in Lebanon.,…ems of Li Houzhu. Death Shahid Suhrawardy died on 3 March 1965 in Karachi.,,c,
3535,what is the origin of José Antonio Hermida Ramos?,Galician,Catalan,2024-06-01,2024-07-01 00:00:00,"…orn August 24, 1978 in Puigcerdà, Girona) is a Spanish cyclist of Galician origin specializing in competitive mountain biking. He won the silver medal at the 2004 Summer Olympics in Athens, Greece aft…","…orn August 24, 1978 in Puigcerdà, Girona) is a Spanish cyclist of Catalan origin specializing in competitive mountain biking. He won the silver medal at the 2004 Summer Olympics in Athens, Greece afte…",,c,
3539,how many species of Enantiornithes have been named?,Over eighty,Over seventy,2024-11-01,2024-12-01 00:00:00,"…ach wing, but otherwise looked much like modern birds externally. Over eighty species of Enantiornithes have been named, but some names represent only single bones, so it is likely that not all are va…","…ach wing, but otherwise looked much like modern birds externally. Over seventy species of Enantiornithes have been named, but some names represent only single bones, so it is likely that not all are v…",,c,
3557,what month did The Ultimate Collection reach its peak position in the UK albums chart?,August,June,2024-09-01,2024-10-01 00:00:00,"…May 2002 in the UK and 23 September 2003 in the United States. In August 2002, it reached no. 48 in the UK top 100 albums chart, and no. 1 in the UK Indie albums chart.","…May 2002 in the UK and 23 September 2003 in the United States. In June 2002, it reached no. 32 on the UK Albums Chart, and in August 2007, no. 1 on the UK Indie albums chart.",,c,
3561,where were the settlers from who founded Delavan?,New England,Rhode Island,2024-08-01,2024-09-01 00:00:00,…cal Area. History Delavan was founded by a group of settlers from New England. The city derives its name from Edward C.,…cal Area. History Delavan was founded by a group of settlers from Rhode Island. The city derives its name from Edward C.,,c,
3562,what is the conservation status of the Madagascar ibis on the IUCN Red List of Threatened Species?,Near-threatened,Vulnerable,2024-11-01,2024-12-01 00:00:00,"…as, it being a favourite quarry. The bird is evaluated as being a near-threatened species on the IUCN Red List of Threatened Species. References External links BirdLife species factsheet Madagascar ib…","…as, it being a favourite quarry. The bird is evaluated as being a vulnerable species on the IUCN Red List of Threatened Species. References External links BirdLife species factsheet Madagascar ibis Ca…",,c,
3564,what is the name of the Schuster Center's main performance space?,Mead Theatre,Winsupply Theatre,2024-10-01,2024-11-01 00:00:00,"…ls The Schuster Center's main performance space is the 2,300 seat Mead Theatre.","…ls The Schuster Center's main performance space is the 2,300 seat Winsupply Theatre. A fiber optic ""starfield"" on the ceiling of the Winsupply Theatre re-creates the night sky on the day of the Wright…",,g,
3566,who married Peggy Davidson?,Tony,Campolo,2024-11-01,2024-12-01 00:00:00,"…that are associated with such a contract.Red Letter Christians by Tony Campolo, Chapter 7 Gay Rights On June 8, 2015, Campolo released a statement changing his position on the issue of gay relationshi…","…ng established by evangelicals across the country."" Personal life Campolo married Peggy Davidson on June 7, 1958.Kristin E.",,c,
3567,"what is the ranking of the Annual Review of Astronomy and Astrophysics in the category ""Astronomy and Astrophysics"" based on its impact factor?",First,Second,2024-07-01,2024-08-01 00:00:00,"…on Reports gives the journal an impact factor of 33.3, ranking it first out of 69 journals in the category ""Astronomy and Astrophysics"". It is abstracted and indexed in Scopus, Science Citation Index …","…on Reports gives the journal an impact factor of 26.3, ranking it second out of 84 journals in the category ""Astronomy and Astrophysics"". It is abstracted and indexed in Scopus, Science Citation Index…",수치?,c,
3579,"how many horizontal lines are in the characters that make up the 64 binary hexagrams of the ""I Ching""?",four,six,2024-06-01,2024-07-01 00:00:00,"…he I Ching is based on 64 binary hexagrams—characters composed of four horizontal lines, with each line either broken or unbroken. Meanwhile, the Taixuanjing is based on 81 ternary tetragrams—characte…","…he I Ching is based on 64 binary hexagrams—characters composed of six horizontal lines, with each line either broken or unbroken. Meanwhile, the Taixuanjing is based on 81 ternary tetragrams—character…",수치?,c,
3580,which club does Ronnie Stephen Henry play for as a defender?,Royston Town,Potters Bar Town,2024-06-01,2024-07-01 00:00:00,… who plays as a defender for Southern League Premier Central club Royston Town. Henry is also a youth academy coach for Stevenage. He is the first player to lift a competitive trophy at the new Wemble…,… English professional footballer who plays as a defender for club Potters Bar Town. Henry is also a youth academy coach for Stevenage. He is the first player to lift a competitive trophy at the new We…,,g,
3586,what is New Lenox in relation to a major city in Illinois?,An eastern suburb of Joliet,A Southwest suburb of Chicago,2024-08-01,2024-09-01 00:00:00,"… a village in central Will County, Illinois, United States. It is an eastern suburb of Joliet. The village population was 27,214 as of the 2020 census. New Lenox has schools like Lincoln-Way West High…","… a village in central Will County, Illinois, United States. It is a Southwest suburb of Chicago. The village population was 27,214 as of the 2020 census. New Lenox has schools like Lincoln-Way West Hi…",,c,
3592,"who made the ""distress call"" to Dr. Drew when filming for ""Sober House 2"" began?",Seth,Binzer,2024-07-01,2024-08-01 00:00:00,"…ming for Sober House 2 began, Dr. Drew got a ""distress call"" from Seth and the two met, with Seth revealing to Drew that his thirst for drugs was still very much active, and that he needed more help. …","During the tribute, Dr. Drew mentioned that Binzer's problems with addiction continued after Sober House 1, eventually leading Binzer to take part in Sober House 2. When filming for Sober House 2 bega…",,c,
3593,"in what language does ""jaya"" mean ""victory""?",Sinhalese,Sanskrit,2024-07-01,2024-08-01 00:00:00,"Jayakumar or Jeyakumar is a Sinhalese and Indian surname. It consists of two parts: jaya, which means victory in Sinhalese and is also the name of a Hindu demigod, and kumar, meaning child, son or pri…","…e surname. It consists of two parts: jaya, which means victory in Sanskrit and is also the name of a Hindu demigod, and kumar, meaning child, son or prince. The name may refer to the following notable…",,c,
3598,who is the current Headmaster of Hall School Wimbledon?,Andrew Hammond,David Bradbury,2024-10-01,2024-11-01 00:00:00,"… was acquired by Chatsworth Schools and the current Headmaster is Andrew Hammond. The 2019 Ofsted Inspection Report states that: ""Leaders at all levels wish to build on pupils' current academic succes…","… was acquired by Chatsworth Schools and the current Headmaster is David Bradbury. The 2019 Ofsted Inspection Report states that: ""Leaders at all levels wish to build on pupils' current academic succes…",,g,
