source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
4002,how many children did Lord Brookeborough and Rosemary Chichester have?,Six,Five,2024-08-01,2024-09-01 00:00:00,"…t Chichester, of Galgorm Castle, County Antrim, in 1949. They had six children: Alan, Christopher, Juliana, Melinda, Camilla and Susanna.","…t Chichester, of Galgorm Castle, County Antrim, in 1949. They had five children: Alan, Christopher, Juliana, Melinda, and Susanna.",수치?,c,
4006,what company produced The Ruff and Reddy Show for NBC?,Hanna-Barbera Productions,H-B Enterprises,2024-06-01,2024-07-01 00:00:00,"… and Reddy) is an American animated television series produced by Hanna-Barbera Productions for NBC. It is one of the earliest Saturday-morning cartoons, and the first series made by Hanna-Barbera. Th…","… and Reddy) is an American animated television series produced by H-B Enterprises for NBC. It is one of the earliest Saturday-morning cartoons, and the first series made by Hanna-Barbera. The series f…",,g,
4010,what tier of the Welsh football pyramid does Newport City F.C. play in?,The third tier,The second tier,2024-07-01,2024-08-01 00:00:00,"…wport, South Wales. The club plays in the Ardal League South East,the third tier of the Welsh football pyramid. History The club was formed in 1963 as Spencer Works AFC and joined the Newport and Dist…","…f Newport, South Wales. The club plays in the Ardal League South, the second tier of the Welsh football pyramid. History The club was formed in 1963 as Spencer Works AFC and joined the Newport and Dis…",수치?,g,
4021,"who performed the track ""Into the Void"" that Kevin Valentine did not play on?",Peter Criss,Ace Frehley,2024-07-01,2024-08-01 00:00:00,"…. The one track he did not play was ""Into the Void"", performed by Peter Criss.","…. The one track he did not play was ""Into the Void"", performed by Ace Frehley.",,c,
4043,how many surviving examples of the StuG IV are there?,Four,Six,2024-09-01,2024-10-01 00:00:00,"… effective tank killer, especially on the Eastern Front. It had a four-man crew, and was issued mainly to infantry divisions. Commander in hull left rear Gunner in hull left center Loader in hull righ…",… Driver in hull left front Surviving vehicles There are presently six surviving examples of the StuG IV.,수치?,c,
4047,who composed the film's score for Finding Forrester?,Terence Blanchard,Bill Frisell,2024-07-01,2024-08-01 00:00:00,"…essful Italian movie, La scuola. The film's score was composed by Terence Blanchard. The song ""Gassenhauer"", from Schulwerk by Carl Orff and arranged and produced by Bill Brown is a notable track that…","…essful Italian movie, La scuola. The film's score was composed by Bill Frisell. The song ""Gassenhauer"", from Schulwerk by Carl Orff and arranged and produced by Bill Brown is a notable track that appe…",,c,
4060,what has been the capital of Sáros county since 1647?,Eperjes,Prešov,2024-09-01,2024-10-01 00:00:00,"…astle. After various other towns, since 1647 the capital has been Eperjes. thumb|300px|left|Former county of Sáros superimposed on map of contemporary Slovakia.","…astle. After various other towns, since 1647 the capital has been Prešov. thumb|300px|left|Former county of Sáros superimposed on map of contemporary Slovakia.",,c,
4061,which team is Tamás Pető the manager of?,Veszprém,Fehérvár FC,2024-07-01,2024-08-01 00:00:00,"…ungarian football coach and a former player. He is the manager of Veszprém. Playing career Pető is a midfielder who was born in Ajka and made his debut in professional football, being part of the FC V…","…ungarian football coach and a former player. He is the manager of Fehérvár FC. Playing career Pető is a midfielder who was born in Ajka and made his debut in professional football, being part of the F…",,g,
4076,"who released the album ""Startisha"" that features Amanda Blank in the track ""WooWooWoo""?",Spank Rock,Naeem,2024-08-01,2024-09-01 00:00:00,"…7. Her first solo album, I Love You, was produced by XXXChange of Spank Rock, Diplo, and Dave Sitek in August 2009, with her first single being ""Might Like You Better"". Amanda Blank has opened for Can…","… Me Out."" In 2020, she had a feature in the track ""WooWooWoo"", on Naeem's album Startisha.",,c,
4080,where is the Mill Woods Transit Centre located in relation to the mall on Hewes Way?,East side,North side,2024-11-01,2024-12-01 00:00:00,…lopment . Transit The Mill Woods Transit Centre is located on the east side of the mall on Hewes Way.,…the site. Transit The Mill Woods Transit Centre is located on the north side of the mall on Hewes Way.,,c,
4083,in what region is the 9th- or 10th-century cemetery at the confluence of the Volga and Kama near present-day Bolshie Tigany located?,Bashkortostan,Tatarstan,2024-06-01,2024-07-01 00:00:00,…nfluence of the Volga and Kama near present-day Bolshie Tigany in Bashkortostan are also evidenced among the Magyars who lived in the Carpathian Basin in the .,…nfluence of the Volga and Kama near present-day Bolshie Tigany in Tatarstan are also evidenced among the Magyars who lived in the Carpathian Basin in the .,,c,
4085,what is the position of the novel Grand Canary in the sequence of A. J. Cronin's novels?,Third,Fourth,2024-07-01,2024-08-01 00:00:00,"Grand Canary is the third novel by British author A. J. Cronin, initially published in 1933. Plot Set in Spain, the novel tells the story of Dr. Harvey Leith, an English physician who is wrongfully bl…","Grand Canary is the fourth novel by British author A. J. Cronin, initially published in 1933. Compared with his other novels, it was unsuccessful. Plot Set in Spain, the novel tells the story of Dr.",수치?,c,
4089,which Iranian team did Saša Ilić play for in the 2003–04 season?,Persepolis,Pirouzi,2024-08-01,2024-09-01 00:00:00,"… After his second stint at Vardar, Ilić moved to Iran to play for Persepolis in the 2003–04 season and Esteghlal Ahvaz in the 2004–05 season.","… After his second stint at Vardar, Ilić moved to Iran to play for Pirouzi in the 2003–04 season and Esteghlal Ahvaz in the 2004–05 season.",,g,
4090,which football team does Liam Edward Lewis Dolman play for?,Tamworth,Harborough Town,2024-10-01,2024-11-01 00:00:00,"…rn 26 September 1987) is an English footballer who plays for side Tamworth, where he plays as a defender. Playing career Northampton Town Dolman began his career at his hometown club Northampton Town.…","…rn 26 September 1987) is an English footballer who plays for side Harborough Town, where he plays as a defender. Playing career Northampton Town Dolman began his career at his hometown club Northampto…",,g,
4097,who is the President of the Nursing Division Board?,Jackie Walker,Sandi Jones,2024-10-01,2024-11-01 00:00:00,"…of care by nurses. The Nursing Division Board is led by President Jackie Walker, and consists of three Vice Presidents (Hospital, Home & Community Care, and Long-Term Care) and eight regional represen…","…of care by nurses. The Nursing Division Board is led by President Sandi Jones, and consists of three Vice Presidents (Hospital, Home & Community Care, and Long-Term Care) and eight regional representa…",,g,
4100,which team did Franjo Vladić return to in the summer of 1981?,Partizan,Velež,2024-06-01,2024-07-01 00:00:00,"…mer of 1981, he returned to Yugoslavia and played for a year with Partizan, making 33 appearances, while in 1982 he returned to Velež, where he ended his football career after three years. Internation…","Vladić played in over 300 league games for Velež and scored over 70 goals and is remembered for being the part of the Velež three known as the ""Mostar BMV"" (Bajević, Marić and Vladić) during the 1960s…",,g,
4101,what injury did Kostya Tszyu sustain during training that caused the Tszyu-Mitchell rematch to be postponed?,A wrist injury,Two tendon injuries,2024-07-01,2024-08-01 00:00:00,"…yu-Mitchell rematch had to be postponed because Tszyu injured his wrist during training. It was then rescheduled, to be fought during the summer of 2004, in Moscow, Russia.","…yu-Mitchell rematch had to be postponed because Tszyu injured two tendons during training.https://www.houstonchronicle.com/news/article/tszyu-ready-for-mitchell-1568345.php It was then rescheduled, to…",수치?,g,
4102,where did Tszyu get a cut from the head clash before round one was finished?,Around his left eye,Around his nose,2024-07-01,2024-08-01 00:00:00,"…eads before round one was finished, and Tszyu came out with a cut around his left eye.","…eads before round one was finished, and Tszyu came out with a cut around his nose. Perhaps afraid that the fight would be stopped because of the cut and declared a technical draw, Tszyu came out of hi…",,c,
4103,how many pieces were recorded by Tim Smith and Dominic Luckman for a side project that never saw fruition?,Three,Four,2024-07-01,2024-08-01 00:00:00,"…bums The Obvious Identity (1980) and Toy World (1981), as well as three pieces recorded by Tim Smith and Dominic Luckman for a side project that never saw fruition. The album was originally released o…","…bums The Obvious Identity (1980) and Toy World (1981), as well as four pieces recorded by Tim Smith and Dominic Luckman for a side project that never saw fruition. The album was originally released on…",수치?,c,
4105,from which country are the Lepcha people said to have migrated?,Thailand,Cambodia,2024-10-01,2024-11-01 00:00:00,"…in Darjeeling (circa 1880) Lepchas are said to have migrated from Thailand and have similar culture, dressup, traits and history. They speak a Tibeto-Burman language which some classify as Himalayish …","…in Darjeeling (circa 1880) Lepchas are said to have migrated from Cambodia and Tibet having a similar culture, dressup, traits and history. They speak a Tibeto-Burman language which some classify as H…",,c,
4109,"what region did the name ""Asōristān"" originally refer to?",Babylonia,Assyria,2024-07-01,2024-08-01 00:00:00,"… Khvārvarān in Persian. The name Asōristān is a compound of Asōr (Babylonian"") and the Iranian suffix -istān (""land of""). The name Babylonia, in the form Asōristān, was shifted to include what had bee…","…Khvārvarān in Persian. The name Asōristān is a compound of Asōr (""Assyria"") and the Iranian suffix -istān (""land of""). The name Assyria, in the form Asōristān, was shifted to include what had been anc…",,c,
4110,what band released the album Mr and Mrs Smith and Mr Drake?,the Sea Nymphs,Cardiacs,2024-08-01,2024-09-01 00:00:00,"…s Smith and Mr Drake is an album by English psychedelic folk band the Sea Nymphs. Recorded and released in 1984 under the name Mr and Mrs Smith and Mr Drake, it was the band's only recording to be dis…","Mr and Mrs Smith and Mr Drake is an album by Cardiacs members Tim Smith, Sarah Smith and William D. Drake. Recorded and released in 1984, it was the trio's only recording to be distributed prior to th…",,c,
4111,what is Cynthia's role as the final challenge of the game?,Champion of the Elite Four,Champion of the Sinnoh Region,2024-10-01,2024-11-01 00:00:00,"…rs at various points in the game, before being encountered as the Champion of the Elite Four, the final challenge of the game. She has since appeared in other games, including re-releases of Diamond a…","…rs at various points in the game, before being encountered as the Champion of the Sinnoh Region, the final challenge of the game. She has since appeared in other games, including re-releases of Diamon…",수치?,c,
4118,whom did the killer want to challenge with an unsolvable case?,Simpson,Eliza,2024-10-01,2024-11-01 00:00:00,"Simpson takes the sword and recognizes a certain scent on the sword handle. The next day, just before Homer is hanged for the murders, Simpson arrives, declaring Homer innocent due to the smell of eel…","Eliza takes the sword and recognizes a certain scent on the sword handle. The next day, just before Homer is hanged for the murders, Elia arrives, declaring Homer innocent due to the smell of eel pie …",,c,
4121,"where is Kingston upon Thames located, according to the information about the charity Momentum?",Surrey,South London,2024-10-01,2024-11-01 00:00:00,"…Wilson is patron of the charity Momentum in Kingston upon Thames, Surrey, which helps Surrey children undergoing treatment for cancer (and their families), and also a patron of the Letterbox Club, a B…","…Wilson is patron of the charity Momentum in Kingston upon Thames, south London, which helps children undergoing treatment for cancer (and their families), and also a patron of the Letterbox Club, a Bo…",,c,
4122,what party did Joseph join under David Ben-Gurion?,Workers' Party,Mapai,2024-08-01,2024-09-01 00:00:00,…in it.) Political career In 1933 Joseph joined David Ben-Gurion's Workers' Party. Three years later he became legal adviser to the Political Department of the Jewish Agency He became a member of the J…,…in it.) Political career In 1933 Joseph joined David Ben-Gurion's Mapai. Three years later he became legal adviser to the Political Department of the Jewish Agency He became a member of the Jewish Age…,,c,
4125,for which murder was a formal date set for Straffen to stand trial on 31 August?,Brenda Goddard,Cicely Batstone,2024-11-01,2024-12-01 00:00:00,…formal date was set for Straffen to stand trial for the murder of Brenda Goddard. First murder trial Straffen stood trial at Taunton Assize Court on 17 October 1951. He was tried before Mr Justice Oli…,"…vely trivial offences. He was formally charged with the murder of Cicely Batstone the following day. Formal charges Straffen formally appeared at the Guildhall in Bath on 24 August 1951, charged with …",,c,
4126,in relation to whose murder did police question Straffen at his home?,Batstone's,Cicely's,2024-11-01,2024-12-01 00:00:00,"…st Police drove to Straffen's home to question him in relation to Batstone's murder on the morning of 9 August. According to investigators, when informed of the purpose of their visit, Straffen replie…","Cicely's body was discovered beneath a hedge at 8:30 a.m. Eyewitness statements In addition to Violet Cowley, numerous other eyewitnesses had observed Straffen in Cicely's company prior to her murder.…",,c,
4129,what type of court is available at Frontenac Rotary Park?,A skate park court,A pickle ball court,2024-08-01,2024-09-01 00:00:00,"…enac, and is filled with state-of-the-art playground equipment, a skate park, and shelter houses for gatherings. Frontenac City Park is located on the north edge of town, home to several deep fishing …","…ntenac, and is filled with state-of-the-art playground equipment, a pickle ball court, and shelter houses for gatherings. Frontenac City Park is located on the north edge of town, home to several deep…",,c,
4132,how many children does Hinata have with Naruto?,Two kids,Three children,2024-09-01,2024-10-01 00:00:00,"…enerations (2016), in which she has become the mother of Naruto’s two kids and is now named . In the making of the series, Kishimoto had decided Hinata would marry Naruto; however, the plot regarding …","…enerations (2016), in which she has become the mother of Naruto’s three children and is now named . In the making of the series, Kishimoto had decided Hinata would marry Naruto; however, the plot rega…",수치?,c,
4134,who did Gloria Hemingway leave most of her estate to in one of her wills?,Hemingway's children,Gloria's children,2024-11-01,2024-12-01 00:00:00,"…f the $7 million estate to Galliher. The other left most of it to Hemingway's children. The children challenged the will that named Galliher as heir, claiming that Galliher was not legally Hemingway's…","…f the $7 million estate to Galliher. The other left most of it to Gloria's children. The children challenged the will that named Galliher as heir, claiming that Galliher was not legally Gloria's widow…",,c,
4136,which team is Mikhail Kravets currently serving as the head coach of in the Kontinental Hockey League (KHL)?,HC Vityaz,Kunlun Red Star,2024-08-01,2024-09-01 00:00:00,"…Hockey League (NHL). He is currently serving as the head coach of HC Vityaz of the Kontinental Hockey League (KHL). He played for the SKA St. Petersburg and San Jose Sharks, as well as a season on loa…","…Hockey League (NHL). He is currently serving as the head coach of Kunlun Red Star of the Kontinental Hockey League (KHL). He played for the SKA St. Petersburg and San Jose Sharks, as well as a season …",,g,
4138,in which part of Sudan are the Nuba people indigenous inhabitants?,central Sudan,southern Sudan,2024-09-01,2024-10-01 00:00:00,"The Nuba people are indigenous inhabitants of central Sudan. The Nuba are made up of 50 various indigenous ethnic groups who inhabit the Nuba Mountains of South Kordofan state in Sudan, encompassing m…","The Nuba people are indigenous inhabitants of southern Sudan. The Nuba are made up of 50 various indigenous ethnic groups who inhabit the Nuba Mountains of South Kordofan state in Sudan, encompassing …",,c,
4142,how many studio albums does the American rock band The Used have?,Nine studio albums,Ten studio albums,2024-07-01,2024-08-01 00:00:00,"The discography of the Used, an American rock band, consists of nine studio albums, two live albums, one compilation album, three extended plays, one demo, three video albums, twenty singles and twent…","The discography of the Used, an American rock band, consists of ten studio albums, two live albums, one compilation album, three extended plays, one demo, three video albums, twenty singles and twenty…",수치?,c,
4146,"what conference are UAFS's athletic teams, the Lady Lions and Lions, members of?",Lone Star Conference (LSC),Mid-America Intercollegiate Athletics Association,2024-06-01,2024-07-01 00:00:00,"…dy Lions and Lions, compete in NCAA Division II as members of the Lone Star Conference (LSC) with five women's teams and five men's teams across 10 sports. History thumb|Bell Tower and Greens The Univ…","…dy Lions and Lions, compete in NCAA Division II as members of the Mid-America Intercollegiate Athletics Association with five women's teams and five men's teams across 10 sports. History thumb|Bell To…",,g,
4147,in what country was Rabbi Yitzchok Isaac Krasilschikov one of the last publicly practicing Orthodox rabbis?,Russia,The Soviet Union,2024-10-01,2024-11-01 00:00:00,"… one of the last publicly practicing Orthodox rabbis in communist Russia. Early years Born in 1888 in the small Belarusian town of Kritchev to Rabbi Dov Ber Krasilschikov, he studied in the Mir yeshiv…","…ud. He was one of the last publicly practicing Orthodox rabbis in the Soviet Union. Early years Born in 1888 in the small Belarusian town of Kritchev to Rabbi Dov Ber Krasilschikov, he studied in the …",,c,
4150,what was the name of the excursion that 4-8-4 class J No. 611 pulled before it retired?,Farewell to Steam,Rail Museum Safari,2024-09-01,2024-10-01 00:00:00,"…e 4-8-4 class J No. 611, which recently retired after it pulled a Farewell to Steam excursion. In March 1961, No. 475 was sold to the Virginia Scrap Iron & Metal Company scrapyard.","…e 4-8-4 class J No. 611, which recently retired after it pulled a Rail Museum Safari excursion. In March 1961, No. 475 was sold to the Virginia Scrap Iron & Metal Company scrapyard.",,c,
4189,which team does David Perron play for in the National Hockey League (NHL)?,Detroit Red Wings,Ottawa Senators,2024-06-01,2024-07-01 00:00:00,"…adian professional ice hockey player and alternate captain of the Detroit Red Wings of the National Hockey League (NHL). Growing up in Sherbrooke, Quebec, Perron played his junior hockey for the Lewis…","…May 28, 1988) is a Canadian professional ice hockey player of the Ottawa Senators of the National Hockey League (NHL). Growing up in Sherbrooke, Quebec, Perron played his junior hockey for the Lewisto…",,g,
