source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
1632,who is one of the most well-known individuals from Deir Mimas?,Dr. George Fawaz,Ibrahim Musa,2024-10-01,2024-11-01 00:00:00,"…te minority. One of the most known individuals from Deir Mimas is Dr. George Fawaz, a renowned former pharmacologist at the American University of Beirut. One of the priests that served most of his en…","…nority. One of the most well-known individuals from Deir Mimas is Ibrahim Musa, A Lebanese American businessman who started the Moussa Foundation, A foundation giving monetary relief by providing educ…",,c,
1634,how many members are on the Board of Directors of the non-governmental organization?,Six,Five,2024-09-01,2024-10-01 00:00:00,"…Now Currently, the non-governmental organization is governed by a six-member Board of Directors.https://www.rebuildingalliance.org/board-of-directors-ra References Category:2003 establishments in Cali…","…nk. Currently, the non-governmental organization is governed by a five-member Board of Directors. Criticism and controversies In September 2024, the Washington Free Beacon, a conservative-leaning poli…",수치?,c,
1650,who is the head coach that named a 33-player squad for Fiji's national rugby union team?,Simon Raiwalui,Mick Byrne,2024-06-01,2024-07-01 00:00:00,"…ent Nike Fiji Water Players Current squad On 8 August, head coach Simon Raiwalui named a 33-player squad for the 2023 Rugby World Cup. Head Coach: Simon Raiwalui Caps Updated: 26 August 2023 Player re…","…esent Nike Fiji Water Players Current squad On 6 June, head coach Mick Byrne named a 33-player squad for upcoming tests in July. Head Coach: Mick Byrne Caps Updated: 6 June 2024 Player records Most ca…",,g,
1655,"what is the title of the live-action film based on the ""Dawn"" storyline, directed by Kon Ichikawa and including some animated sequences directed by Tezuka?",Hi no Tori,Phoenix,2024-07-01,2024-08-01 00:00:00,"…8, 2008. Adaptations Live-action film A live-action film entitled Hi no Tori, based on the Dawn storyline, directed by Kon Ichikawa and including some animated sequences directed by Tezuka, was releas…","…8, 2008. Adaptations Live-action film A live-action film entitled Phoenix, based on the Dawn storyline, directed by Kon Ichikawa and including some animated sequences directed by Tezuka, was released …",,c,
1666,"what are the local commercial radio stations in the area, aside from Capital Mid-Counties?",Free Coventry & Warwickshire,Hits Radio Coventry & Warwickshire,2024-09-01,2024-10-01 00:00:00,…try & Warwickshire. Local commercial stations in the area include Free Coventry & Warwickshire and Capital Mid-Counties. The village is covered by the Central ITV and BBC West Midlands TV regions broa…,…try & Warwickshire. Local commercial stations in the area include Hits Radio Coventry & Warwickshire and Capital Mid-Counties. The village is covered by the Central ITV and BBC West Midlands TV region…,,g,
1668,what was the location of Googie's boarding school?,Near Dover,Nonington,2024-10-01,2024-11-01 00:00:00,"…ndry in Birmingham, England, Googie was sent to a boarding school near Dover, and a secondary day school in London. Acting career Withers began acting at the age of twelve, and was student at the Ital…","…d, Googie was sent to Fredville Park School, a boarding school in Nonington, and a secondary day school in London. Acting career Withers began acting at the age of twelve, and was student at the Itali…",,c,
1672,who owns the Breville brand in the UK?,Jarden company,Newell Brands company,2024-07-01,2024-08-01 00:00:00,"…UK and Europe, since the Breville brand is owned by the unrelated Jarden company in the UK. Other brands include, Ronson, Solis, Gastroback, Stollar, Catler, Bork and Riviera&Bar.","…UK and Europe, since the Breville brand is owned by the unrelated Newell Brands company in the UK. Other brands include, Ronson, Solis, Gastroback, Stollar, Catler, Bork and Riviera&Bar.",,g,
1675,who was hired by Funny Or Die to oversee content production and development for the site and for the HBO partnership?,Andrew Steele,Harper Steele,2024-09-01,2024-10-01 00:00:00,"…. But it is an exciting deal."" In August 2008, Funny Or Die hired Andrew Steele, a twelve-year veteran of Saturday Night Live, and one of three head writers in recent years, to oversee content product…","…. But it is an exciting deal."" In August 2008, Funny Or Die hired Harper Steele, a twelve-year veteran of Saturday Night Live, and one of three head writers in recent years, to oversee content product…",,g,
1679,what team did Kevin Street make his final appearance for?,Alsager Town,Whitchurch Alport F.C.,2024-08-01,2024-09-01 00:00:00,…t. He later signed for Kidsgrove Athletic. In July 2014 he joined Alsager Town. Managerial career Street's first experience of management came in 2008 in a spell as joint caretaker manager with Neil G…,… where he played for two seasons.. Street's final team led him to Whitchurch Alport F.C. where he made his final appearance of his career in 2024 at the age of 46.. Managerial career Street's first ex…,,c,
1680,what is the easternmost point where Whitehorse Road is known as part of Maroondah Highway?,Mitcham,Surrey Hills,2024-07-01,2024-08-01 00:00:00,"Maroondah Highway (also known as Whitehorse Road from Deepdene to Mitcham) is a major east–west thoroughfare in the eastern suburbs of Melbourne, and a highway connecting the north-eastern fringes of …","Maroondah Highway (also known as Whitehorse Road from Deepdene to Surrey Hills) is a major east–west thoroughfare in the eastern suburbs of Melbourne, and a highway connecting the north-eastern fringe…",,c,
1682,who is the city manager of Lemoore?,Nathan Olson,Marissa Trejo,2024-10-01,2024-11-01 00:00:00,"…im Chaney, David Orth and Stuart Lyons. Lemoore's city manager is Nathan Olson. State and federal representation In the California State Legislature, Lemoore is in ,<ref>Fresno Bee”, December 6, 2018<…","…im Chaney, David Orth and Stuart Lyons. Lemoore's city manager is Marissa Trejo. State and federal representation In the California State Legislature, Lemoore is in ,<ref>Fresno Bee”, December 6, 2018…",,g,
1683,who was the soldier from the Los Angeles Presidio that received the land grant for the area that would later become Alhambra?,Manuel Nieto,Armane Gutter,2024-08-01,2024-09-01 00:00:00,"…er become Alhambra was part of a 300,000 acre land grant given to Manuel Nieto, a soldier from the Los Angeles Presidio.","…hat would later become Alhambra was part of a land grant given to Armane Gutter, a soldier from the Los Angeles Presidio.",,c,
1688,what is the highest grade level that Foothill Oaks Academy serves?,8th grade,7th grade,2024-10-01,2024-11-01 00:00:00,…is a non-sectarian school serving students from preschool through 8th grade.,…is a non-sectarian school serving students from preschool through 7th grade (since 4 September 2024.)The Duarte Montessori School is affiliated with the American Montessori Society and serves students…,,c,
1694,who is the Mayor of Maywood?,Frank Garcia,Eddie De La Riva,2024-08-01,2024-09-01 00:00:00,"…humb|City Hall Municipal government The council consists of Mayor Frank Garcia, Mayor Pro Tempore Mayra Aguiluz, Councilman Eddie De La Riva, Councilman Heber Marquez and Councilwoman Jessica Torres.","…humb|City Hall Municipal government The council consists of Mayor Eddie De La Riva, Mayor Pro Tempore Mayra Aguiluz, Councilman Frank Garcia, Councilman Heber Marquez and Councilwoman Jessica Torres.",,g,
1695,who is the current Police Chief of Palos Verdes Estates?,Steve Barber,Luke Hellinga,2024-09-01,2024-10-01 00:00:00,…ail. Both are staffed 24 hours a day. The current Police Chief is Steve Barber. Fire prevention and paramedic response services are provided by the Los Angeles County Fire Department with engine compa…,…ail. Both are staffed 24 hours a day. The current Police Chief is Luke Hellinga. Fire prevention and paramedic response services are provided by the Los Angeles County Fire Department with engine comp…,,g,
1696,"in how many countries did the record ""Into the Light"" chart?",Five,Six,2024-09-01,2024-10-01 00:00:00,"…e others lamented the album's softer sound. The record charted in five countries, peaking at number five on the UK Rock & Metal Albums Chart. A supporting tour never materliazed, with Coverdale ultima…","…e others lamented the album's softer sound. The record charted in six countries, peaking at number five on the UK Rock & Metal Albums Chart. A supporting tour never materliazed, with Coverdale ultimat…",수치?,c,
1704,what is the name of the school in downtown Mill Valley that serves students with specific needs or grade levels?,Greenwood School,North Bridge Academy,2024-08-01,2024-09-01 00:00:00,"…ict, whose five campuses serve central and southern Marin County. Greenwood School, an independent school located in downtown Mill Valley, serves preschool-8th grade students. Marin Horizon School is …","…ict, whose five campuses serve central and southern Marin County. North Bridge Academy, a private school located in downtown Mill Valley, serves 2nd - 8th grade students with dyslexia. Marin Horizon S…",,g,
1705,who was the great-grandfather of Elias Sassoon that had been an investor in Socony-Vacuum Oil Company?,David Solomon Sassoon,Moses Sassoon,2024-07-01,2024-08-01 00:00:00,"…ues Bohor Yacoub Levi de Menashe (d.1916). His great-grandfather, David Solomon Sassoon (1871–1956) had been an investor in Socony-Vacuum Oil Company, which later partnered with Standard Oil to provid…","…ues Bohor Yacoub Levi de Menashe (d.1916). His great-grandfather, Moses Sassoon (1828–1909) had been an investor in Socony-Vacuum Oil Company, which later partnered with Standard Oil to provide market…",,c,
1709,how many Service Selection Board centres are there across India?,thirteen,fourteen,2024-11-01,2024-12-01 00:00:00,"…directly coming from the armed forces as well. In total there are thirteen Service Selection Board centres across India, out of which four boards are for the Indian Army, five boards are for Indian Ai…","… not be directly coming from the armed forces. In total there are fourteen Service Selection Board centres across India, out of which four boards are for the Indian Army, five boards are for Indian Ai…",수치?,c,
1710,who represents Strawberry in the 3rd Supervisorial District?,Supervisor Kate Sears,Supervisor Stephanie Moulton-Peters,2024-09-01,2024-10-01 00:00:00,"… It is in the 3rd Supervisorial District and, , is represented by Supervisor Kate Sears. The Strawberry Recreation District provides limited services in the area, including recreation facilities. It h…","…in the 3rd Supervisorial District and, in 2024, is represented by Supervisor Stephanie Moulton-Peters.",,g,
1714,"what nationality was Dr. David Livingstone, the explorer the town was named for?",British,Scottish,2024-08-01,2024-09-01 00:00:00,"…e-opened in 1883. The town was named for Dr. David Livingstone, a British explorer of Africa who was an international celebrity in the late 1800s. An error on the town's post office application result…","…e-opened in 1883. The town was named for Dr. David Livingstone, a Scottish explorer of Africa who was an international celebrity in the late 1800s. An error on the town's post office application resul…",,c,
1715,who is the Member of Parliament for the Mid Bedfordshire constituency?,Alistair Strathern,Blake Stephenson,2024-10-01,2024-11-01 00:00:00,"…023 by-election, the Member of Parliament for the constituency is Alistair Strathern, who is a member of the Labour Party. Transport Wixams is adjacent to the A6 trunk road, part of which was diverted…","…eneral election, the Member of Parliament for the constituency is Blake Stephenson, who is a member of the Conservative Party. Transport Wixams is adjacent to the A6 trunk road, part of which was dive…",,g,
1719,"who are the personalities that air on WRNN-FM, in addition to Mike Gallagher, Clay Travis and Buck Sexton, Sean Hannity, and Mark Levin?",Jim Bohannon,Rich Valdes,2024-09-01,2024-10-01 00:00:00,"…agher, Clay Travis and Buck Sexton, Sean Hannity, Mark Levin, and Jim Bohannon.","…agher, Clay Travis and Buck Sexton, Sean Hannity, Mark Levin, and Rich Valdes.",,g,
1724,"what does the name ""Costa Mesa"" mean in Spanish?",mountain coast,coastal tableland,2024-09-01,2024-10-01 00:00:00,"…May 11, 1920, Harper changed its name to Costa Mesa, which means ""mountain coast"" in Spanish.","…May 11, 1920, Harper changed its name to Costa Mesa, which means ""coastal tableland"" in Spanish.",,c,
1737,which National Hockey League team does Tyson Barrie currently play for?,Nashville Predators,Calgary Flames,2024-10-01,2024-11-01 00:00:00,"…son, Tyson, followed in his footsteps and currently plays for the Nashville Predators of the National Hockey League.","…son, Tyson, followed in his footsteps and currently plays for the Calgary Flames of the National Hockey League.",,g,
1742,what county was Plumas County created from?,Yuba County,Butte County,2024-10-01,2024-11-01 00:00:00,"In 1852, Sierra County was created from part of Yuba County. After that time, La Porte was located in Sierra County. In 1854, Plumas County was created from part of Yuba County. In 1866, a further rea…","…in Sierra County. In 1854, Plumas County was created from part of Butte County. In 1866, a further realignment placed La Porte in Plumas County,Coy, Owen Cochran (1923) The Genesis of California Count…",,c,
1745,what type of Christian place of worship is Branston All Saints' Church?,Protestant,Anglican,2024-09-01,2024-10-01 00:00:00,"…ublic library run by volunteers. Branston All Saints' Church is a Protestant Christian place of worship. Education Branston C of E Infant School is located on Beech Road, to the northern end of the vi…","…ublic library run by volunteers. Branston All Saints' Church is a Anglican place of worship. Education Branston C of E Infant School is located on Beech Road, to the northern end of the village.",,c,
1746,who is the current BJW Deathmatch Heavyweight Champion?,Yuki Ishikawa,Hideyoshi Kamitani,2024-11-01,2024-12-01 00:00:00,…o have had a combined 48 official reigns. The current champion is Yuki Ishikawa who is in his first reign.,…o have had a combined 48 official reigns. The current champion is Hideyoshi Kamitani who is in his second reign.,,g,
1747,"what award did Kenji Mizoguchi win at the Venice Film Festival for ""Ugetsu""?",Silver Bear,Silver Lion,2024-11-01,2024-12-01 00:00:00,"…u (1952), Ugetsu (1953) and Sansho the Bailiff (1954). He won the Silver Bear at the Venice Film Festival for Ugetsu. Mizoguchi's films often deal with the tragedies inflicted on women by Japanese soc…","…u (1952), Ugetsu (1953) and Sansho the Bailiff (1954). He won the Silver Lion at the Venice Film Festival for Ugetsu. Mizoguchi's films often deal with the tragedies inflicted on women by Japanese soc…",,c,
1755,which agency's Data Intercept Technology Unit launched a project to migrate Omnivore from Sun's Solaris operating system to a Windows NT platform?,CIA,FBI,2024-11-01,2024-12-01 00:00:00,"By 2005 it had been replaced with improved commercial software. Development Carnivore grew out of an earlier FBI project called ""Omnivore"", which itself replaced an older undisclosed (at the time) sur…","…commercial software. Development Carnivore grew out of an earlier FBI project called ""Omnivore"", which itself replaced an older undisclosed (at the time) surveillance tool migrated at the US Navy by F…",,c,
1756,in what month was George Wootten awarded the Distinguished Service Order for staff work?,October,June,2024-06-01,2024-07-01 00:00:00,…osenthal). Wootten was awarded the Distinguished Service Order in October 1917 for staff work. He was then appointed to the staff of the 5th Division.,…osenthal). Wootten was awarded the Distinguished Service Order in June 1917 for staff work. He was then appointed to the staff of the 5th Division.,,c,
1758,which club does Thomas Joseph Delaney play for in the domestic league?,Anderlecht,Copenhagen,2024-07-01,2024-08-01 00:00:00,"…, who plays as a defensive midfielder for Belgian Pro League club Anderlecht, on loan from La Liga club Sevilla, and the Denmark national team. Delaney began his career at Copenhagen, making 249 total…","…er, who plays as a defensive midfielder for Danish Superliga club Copenhagen, and the Denmark national team. Delaney began his career at Copenhagen, making 249 total appearances and scoring 24 goals, …",,g,
1761,who did Mt. San Jacinto College purchase two five-story buildings from?,Abbott Vascular,Abbott Laboratories,2024-07-01,2024-08-01 00:00:00,…t of Interstate 15 after purchasing two five-story buildings from Abbott Vascular in 2018.,…t of Interstate 15 after purchasing two five-story buildings from Abbott Laboratories in 2018.,,c,
1766,who represents Twin River Unified School District Area 2 (New Foothill Farms)?,Michelle Revis,Sharon Reichelt,2024-07-01,2024-08-01 00:00:00,"…istrict Area 2 (New Foothill Farms) is represented by Nonpartisan Michelle Revis. Adjacent areas References Category:Census-designated places in Sacramento County, California Category:Census-designate…","…istrict Area 2 (New Foothill Farms) is represented by Nonpartisan Sharon Reichelt. Adjacent areas References Category:Census-designated places in Sacramento County, California Category:Census-designat…",,g,
1767,who is the Vice Mayor of Galt?,Paul Sandhu,David Bhatti,2024-08-01,2024-09-01 00:00:00,"…f term in parentheses) are: Mayor Shawn Farmer (2022), Vice Mayor Paul Sandhu (2022), Council Member Rich Lazano (2022), Council Member Kevin Papineau (2024) and Council Member Jay Vandenburg (2024). …","…f term in parentheses) are: Mayor Shawn Farmer (2022), Vice Mayor David Bhatti (2022), Council Member Rich Lazano (2022), Council Member Kevin Papineau (2024) and Council Member Jay Vandenburg (2024).…",,g,
1773,what stadium did the Roosters play at for 30 years after starting with the old sports ground?,Allianz Stadium,Sydney Football Stadium,2024-09-01,2024-10-01 00:00:00,"…started with the old sports ground and then 30 years with the old Allianz Stadium, Nobody else has played there.",…lared the club wanted to leave Stadium Australia and make the new Sydney Football Stadium as their home ground. Roosters CEO Nick Politis said to Fox Sports “I’ve heard other people say they want to p…,,c,
1780,who is the mayor of the city?,Cameron Gregg,Larry Bird,2024-11-01,2024-12-01 00:00:00,"…nited States House of Representatives, Hesperia is in . Municipal Cameron Gregg is the mayor of the city, with Brigit Bennington as the mayor pro tem. The other three council members are Larry Bird, B…","…nited States House of Representatives, Hesperia is in . Municipal Larry Bird is the mayor of the city, with Rebekah Swanson as the mayor pro tem. The other three council members are Brigit Bennington,…",,c,
1783,who is the Minister of Correctional Services?,Ronald Lamola,Pieter Groenewald,2024-08-01,2024-09-01 00:00:00,"…group. Since 2019, the Minister of Correctional Services has been Ronald Lamola. Prison reform The prison system in South Africa was first introduced by the European settlers.","…group. Since 2024, the Minister of Correctional Services has been Pieter Groenewald. Prison reform The prison system in South Africa was first introduced by the European settlers.",,g,
1784,"what was the name of the contemporary chronicler who wrote about the episode in his ""Life of the Brethren""?",Jordan of Saxony,Jordan of Quedlinburg,2024-08-01,2024-09-01 00:00:00,"…rothers, and he was eventually acquitted. Contemporary chronicler Jordan of Saxony writes about this episode in his Life of the Brethren: In May 1311, it is recorded that the bishop of Terni gave the …","…rothers, and he was eventually acquitted. Contemporary chronicler Jordan of Quedlinburg writes about this episode in his Life of the Brethren: In May 1311, it is recorded that the bishop of Terni gave…",,c,
1791,"in solar religious calendars, which zodiac sign marks the beginning of Chaitra?",Pisces,Aries,2024-09-01,2024-10-01 00:00:00,"…lar religious calendars, Chaitra begins with the Sun's entry into Pisces.","…lar religious calendars, Chaitra begins with the Sun's entry into Aries.",,c,
1794,in which parliamentary constituency is the Cricklade parish located?,North Wiltshire,South Cotswolds,2024-07-01,2024-08-01 00:00:00,"…ation recorded in the 2011 census was 4,982. The parish is in the North Wiltshire parliamentary constituency. From 1295 the Cricklade constituency returned two members of parliament. This parliamentar…","…ation recorded in the 2011 census was 4,982. The parish is in the South Cotswolds parliamentary constituency. From 1295 the Cricklade constituency returned two members of parliament. This parliamentar…",,g,
1795,which club sacked Steve Irwin over the incident?,Raiders club,Canberra club,2024-10-01,2024-11-01 00:00:00,"…at. Irwin told police Carney was the driver. Controversially, the Raiders club sacked Irwin over the incident (who was not charged with any offences), but retained Carney. On 24 June 2007, Irwin lashe…","…at. Irwin told police Carney was the driver. Controversially, the Canberra club sacked Irwin over the incident (who was not charged with any offences), but retained Carney.",,c,
1798,what match is used as the reference point for the caps and goals of Togo's players?,The match against South Sudan,The match against Equatorial Guinea,2024-09-01,2024-10-01 00:00:00,"… and 9 June 2024. Caps and goals correct as of 5 June 2024, after the match against South Sudan.","…tember 2024. Caps and goals correct as of 9 September 2024, after the match against Equatorial Guinea.",,g,
1802,what tunnel can be used to travel 10 miles from Heswall to Liverpool?,Queen Elizabeth Tunnel,Queensway (Birkenhead) Tunnel,2024-08-01,2024-09-01 00:00:00,…all is 13 miles from Chester and 10 miles from Liverpool (via the Queen Elizabeth Tunnel or 56 miles (avoiding the tunnels). The towers of Liverpool's cathedrals can be seen on the horizon from the to…,…all is 13 miles from Chester and 10 miles from Liverpool (via the Queensway (Birkenhead) Tunnel or 56 miles (avoiding the tunnels). The towers of Liverpool's cathedrals can be seen on the horizon from…,,c,
1805,in which team event did Albert Preuß win the bronze medal?,clay pigeons team event,Team trap event,2024-08-01,2024-09-01 00:00:00,"…peted in the 1912 Summer Olympics. He won the bronze medal in the clay pigeons team event. He also competed in the running deer, single shots event and finished 23rd. In the running deer, double shots…","…peted in the 1912 Summer Olympics. He won the bronze medal in the Team trap event. He also competed in the running deer, single shots event and finished 23rd. In the running deer, double shots event h…",,c,
1811,whose backyard do the monsters cause a ruckus in while Ginormica reunites with Derek by breaking into his TV station?,Susan's,Ginormica's,2024-06-01,2024-07-01 00:00:00,"…nd reunites with her family. While the monsters cause a ruckus in Susan's backyard with her family, she reunites with Derek by breaking into his TV station. Derek breaks off his engagement with the la…","…nd reunites with her family. While the monsters cause a ruckus in Ginormica's backyard with her family, she reunites with Derek by breaking into his TV station. Derek breaks off his engagement with th…",,c,
1812,who shot down Insectosaurus while she was trying to save Ginormica?,The ship,Gallaxhar,2024-06-01,2024-07-01 00:00:00,"…ractor beam. Insectosaurus tries to save her, but is shot down by the ship and seemingly killed. Onboard the ship, Ginormica furiously breaks free from her prison cell and chases down Gallaxhar, only …","…ck to her original self again. Suddenly, Ginormica is pulled into Gallaxhar's ship by a tractor beam. Insectosaurus tries to save her, but is shot down by Gallaxhar and seemingly killed. Onboard the s…",,c,
1821,who owns Michel et Augustin?,Danone,Ferrero,2024-06-01,2024-07-01 00:00:00,"…ichel et Augustin is owned by the French food-product corporation Danone since 2016. The brand started by producing flavored cookies (Petits sablés ronds et bons), and soon complemented its range with…","…chel et Augustin is owned by the Italian food-product corporation Ferrero since 2024. The brand started by producing flavored cookies (Petits sablés ronds et bons), and soon complemented its range wit…",,g,
1834,by what month had Chopin and Sand become lovers after his return to Paris?,June,July,2024-11-01,2024-12-01 00:00:00,"…e wrote, in Polish, ""My Sorrow"". Sand, in a letter to Grzymała of June 1838, admitted strong feelings for the composer and debated whether to abandon a current affair to begin a relationship with Chop…","…eturn to Paris his association with Sand began in earnest, and by July 1838 they had become lovers.",,c,
1836,who is the vice mayor of Santa Rosa?,Dianna MacDonald,Mark Stapp,2024-09-01,2024-10-01 00:00:00,"… districts. The city's mayor is Natalie Rogers, its vice mayor is Dianna MacDonald, and the other five council members are Eddie Alvarez, Victoria Fleming, Jeff Okrepkie, Chris Rogers, and Mark Stapp.","… districts. The city's mayor is Natalie Rogers, its vice mayor is Mark Stapp, and the other five council members are Eddie Alvarez, Victoria Fleming, Jeff Okrepkie, Chris Rogers, and Dianna MacDonald.",,g,
1840,in favor of which entity did Phitsanulok's role as an outpost against northern Burmese invasions diminish?,Lanna kingdom,Chiang Mai,2024-11-01,2024-12-01 00:00:00,…outpost against northern Burmese invasions diminished in favor of Lanna kingdom. The cities and towns in Northern Siam were under jurisdiction of Samuha Nayok and Southern Siam under Samuha Kalahom.,…outpost against northern Burmese invasions diminished in favor of Chiang Mai. The cities and towns in Northern Siam were under jurisdiction of Samuha Nayok and Southern Siam under Samuha Kalahom. The …,,c,
1851,what is Ligue 1 officially known as for sponsorship reasons?,Ligue 1 Uber Eats,Ligue 1 McDonald's,2024-07-01,2024-08-01 00:00:00,"Ligue 1, officially known as Ligue 1 Uber Eats for sponsorship reasons, is a French professional league for men's association football clubs. Being the top of the French football league system, it is …","Ligue 1, officially known as Ligue 1 McDonald's for sponsorship reasons, is a French professional league for men's association football clubs. Being the top of the French football league system, it is…",수치?,g,
1856,what nationalities are associated with the production of The Real Shlemiel?,European-Israeli,French-German-Israeli-Hungarian,2024-06-01,2024-07-01 00:00:00,"The Real Shlemiel, also Aaron's Magic Village () is a 1995 European-Israeli adventure-fantasy film. It was released in Germany and in the United States in 1997. The film is based on Stories for Childr…","The Real Shlemiel, also Aaron's Magic Village is a 1995 French-German-Israeli-Hungarian adventure-fantasy film. It was released in Germany and in the United States in 1997. The film is based on Storie…",,c,
1858,how many volumes of Neil Young Archives box sets will there be?,Five,Four,2024-07-01,2024-08-01 00:00:00,"…aterial.Shakey, Jimmy McDonough Young has said that there will be five volumes covering approximately 50 years.YouTube clip: ""Neil Young Archives Demo at Java."" The archives are divided into several s…","…cDonough As of July 26th, 2024, Young has said that there will be four volumes of Neil Young Archives box sets, this after some discussion as to whether or not to expand this number.",수치?,c,
1859,who is the current mayor of Sonora?,Matt Hawkins,Mark Plummer,2024-06-01,2024-07-01 00:00:00,"…orce ordinances. As of March 2020, the current mayor of Sonora is Matt Hawkins and the current city administrator is Melissa Eads. In the California State Legislature, Sonora is in , and in . In the U…","…force ordinances. As of June 2024, the current mayor of Sonora is Mark Plummer and the current city administrator is Melissa Eads. In the California State Legislature, Sonora is in , and in . In the U…",,g,
1862,what is the main street that the oldest buildings in downtown Fillmore are centered around?,Central Street,Central Avenue,2024-07-01,2024-08-01 00:00:00,"… oldest buildings are found in downtown, which is centered around Central Street.","… oldest buildings are found in downtown, which is centered around Central Avenue.",,c,
1877,who did Michael Ball replace at half-time to make his England national team debut?,Chris Powell,Terry Phelan,2024-10-01,2024-11-01 00:00:00,"…ll was named as a substitute, and made his debut when he replaced Chris Powell at half-time. Rangers (2001–2005) In 2001, he was allowed to leave Everton, primarily due to the club's financial problem…","…ll was named as a substitute, and made his debut when he replaced Terry Phelan at half-time. Rangers (2001–2005) In 2001, he was allowed to leave Everton, primarily due to the club's financial problem…",,c,
1880,how many times has Fabiano Luigi Caruana been the United States Chess Champion?,Three,Four,2024-10-01,2024-11-01 00:00:00,"… is an Italian and American chess grandmaster who is the reigning three-time United States Chess Champion. With a peak rating of 2844, Caruana is the third-highest-rated player in history. Born in Mia…","… is an Italian and American chess grandmaster who is the reigning four-time United States Chess Champion. With a peak rating of 2844, Caruana is the third-highest-rated player in history. Born in Miam…",수치?,c,
1881,who is T'Chaka's father?,King Azzuri,King T'Chanda,2024-10-01,2024-11-01 00:00:00,"…966) by Stan Lee (script) and Jack Kirby (art). The eldest son of King Azzuri and Queen Nanali, T'Chaka inherits the throne and the title of the Black Panther on his father's death by being helped in …","…r #53 (August 1966) by Stan Lee and Jack Kirby. The eldest son of King T'Chanda and Queen Nanali, T'Chaka inherits the throne and the title of the Black Panther on his father's death by being helped i…",,c,
1885,what team is Jim Stannard currently the first team goalkeeper coach for?,Dartford,Welling United,2024-06-01,2024-07-01 00:00:00,"…ampton. Stannard is currently the first team goalkeeper coach for Dartford. Playing career Having previously played for non-league Ford United (now Redbridge), Stannard began his professional career w…","…ampton. Stannard is currently the first team goalkeeper coach for Welling United. Playing career Having previously played for non-league Ford United (now Redbridge), Stannard began his professional ca…",,g,
1902,what is John Kirkland Reid's nationality?,British-Canadian,Scottish-Canadian,2024-07-01,2024-08-01 00:00:00,"John Kirkland Reid (born August 21, 1973) is a British-Canadian country music artist. Reid moved to Canada in July 1989 when he was 16 from Scotland United Kingdom. His father, a diesel mechanic, want…","John Kirkland Reid (born August 21, 1973) is a Scottish-Canadian country music artist. Reid moved to Canada in July 1989 when he was 16 from Scotland United Kingdom. His father, a diesel mechanic, wan…",,c,
1904,how many teams are relegated to the TFF First League each season?,Three teams,Six teams,2024-08-01,2024-09-01 00:00:00,"…rkish Cup, if not one of the top four, are also given a spot. The three teams with the fewest points each season are relegated to the TFF First League. The top two teams are nominated for the UEFA Cha…","…rkish Cup, if not one of the top four, are also given a spot. The six teams with the fewest points each season are relegated to the TFF First League. The top two teams are nominated for the UEFA Confe…",수치?,c,
1906,what was Geeta Basra's parents' religion?,Hindu,Sikh,2024-06-01,2024-07-01 00:00:00,"…ngh, she quit cinema. Early life Basra was born to Indian Punjabi Hindu parents in Portsmouth, Hampshire on the south coast of England, but now resides in Mumbai, India. She has one younger brother, R…","…ngh, she quit cinema. Early life Basra was born to Indian Punjabi Sikh parents in Portsmouth, Hampshire on the south coast of England, but now resides in Mumbai, India. She has one younger brother, Ra…",,c,
1913,who is the race director?,Niels Wittich,Rui Marques,2024-11-01,2024-12-01 00:00:00,"…hould parties break regulations. As of 2023, the race director is Niels Wittich, with Herbie Blash as a permanent advisor. Safety car In the event of an incident that risks the safety of competitors o…","…ations. As of the 2024 Las Vegas Grand Prix, the race director is Rui Marques, with Herbie Blash as a permanent advisor. Safety car In the event of an incident that risks the safety of competitors or …",,g,
1915,how many European Supercups did Franco Baresi win in his 20 seasons with Milan?,four,three,2024-10-01,2024-11-01 00:00:00,"…itles (reaching five finals in total), two Intercontinental Cups (four finals in total), four European Supercups (five finals in total), four Supercoppa Italiana (five finals in total), two Serie B ti…","… age 37. In his 20 seasons with Milan, he won six Serie A titles, three European Cup/UEFA Champions League titles (reaching five finals in total), two Intercontinental Cups (four finals in total), thr…",수치?,c,
1923,what is the name of Bill Slowsky's wife in the Comcast Cable's Xfinity broadband Internet service ads?,Lisa Slowsky,Karolyn Slowsky,2024-09-01,2024-10-01 00:00:00,"…t service. The ads feature an animatronic turtle couple, Bill and Lisa Slowsky. The ads are based on the idea that DSL, which Xfinity claims is slower than their service, is only fast enough for peopl…","…t service. The ads feature an animatronic turtle couple, Bill and Karolyn Slowsky. The ads are based on the idea that DSL, which Xfinity claims is slower than their service, is only fast enough for pe…",,c,
1924,what is the name of Bill Slowsky's partner in the Comcast Business ad series?,Lisa,Karolyn,2024-09-01,2024-10-01 00:00:00,"…ir commercials, downloads, and merch. The blog also redirected to Lisa's Blog when you go to the previous archives on the Slowskys website on archive.org. In the 2013 ad series, this time targeted to …","…ash widget that included their commercials, downloads, and merch. Karolyn's blog was replaced with Karolyn's Korner for the flash widget. In the 2013 ad series, this time targeted to Comcast Business,…",,c,
1925,who does Rachael Harris provide the voice for in The Slowskys?,Lisa,Karolyn,2024-09-01,2024-10-01 00:00:00,"… member of The Groundlings) Rachael Harris provides the voice for Lisa. Son Bill Slowsky, Jr.",… member of The Groundlings) Rachael Harris provides the voice for Karolyn.,,c,
