source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
961,who is the Member of Parliament for the High Peak constituency?,Robert Largan MP,Jon Pearce MP,2024-11-01,2024-12-01 00:00:00,"…f Parliament for the High Peak constituency, since 2019, has been Robert Largan MP who represents the Conservative Party. His majority in the 2019 general election was 590 over the Labour candidate Ru…","…f Parliament for the High Peak constituency, since 2024, has been Jon Pearce MP who represents the Labour Party. His majority in the 2024 general election was 412 over the Conservative candidate Rober…",,g,
962,who is the Member of Parliament for the High Peak constituency?,Robert Largan,Jon Pearce,2024-11-01,2024-12-01 00:00:00,"…f Parliament for the High Peak constituency, since 2019, has been Robert Largan MP who represents the Conservative Party. His majority in the 2019 general election was 590 over the Labour candidate Ru…","…f Parliament for the High Peak constituency, since 2024, has been Jon Pearce MP who represents the Labour Party. His majority in the 2024 general election was 412 over the Conservative candidate Rober…",,g,
964,who was Emperor Yōmei's mother?,Empress Hirohime,Soga no Kitashihime,2024-11-01,2024-12-01 00:00:00,"…ror Yōmei was the fourth son of Emperor Kinmei and his mother was Empress Hirohime, a daughter of Soga no Iname.Varley, p. 125.","…ror Yōmei was the fourth son of Emperor Kinmei and his mother was Soga no Kitashihime, a daughter of Soga no Iname.Varley, p. 125.",,c,
966,how many times has North Korea qualified for the AFC Asian Cup?,five,six,2024-06-01,2024-07-01 00:00:00,"…in their history. North Korea has qualified for the AFC Asian Cup five times; in 1980, when they finished fourth, in 1992, 2011, in 2015, and in 2019. The current team is composed of both native North…","…in their history. North Korea has qualified for the AFC Asian Cup six times; in 1980, when they finished fourth, in 1992, 2011, in 2015, and in 2019. The current team is composed of both native North …",수치?,c,
967,what type of Madhva Brahmin family was Raghavendra Tirtha born into?,Deshastha,Kannada,2024-10-01,2024-11-01 00:00:00,"…orn as Venkatanatha in the town of Bhuvanagiri, Tamil Nadu into a Deshastha Madhva Brahmin family of Gautama Gotra of musicians and scholars. His great-grandfather Krishna Bhatta was a tutor to the Vi…","…orn as Venkatanatha in the town of Bhuvanagiri, Tamil Nadu into a Kannada Madhva Brahmin family of Gautama Gotra of musicians and scholars. His great-grandfather Krishna Bhatta was a tutor to the Vija…",,c,
968,how long do students meet with their staff advisors in the Campbell Advisory Program?,ten minutes or longer,thirty five minutes,2024-08-01,2024-09-01 00:00:00,…ell Advisory Program. Students meet with their staff advisors for ten minutes or longer in groups of approximately twelve.,…ell Advisory Program. Students meet with their staff advisors for thirty five minutes in groups of approximately twelve.,수치?,c,
972,in which tier of British rugby league do the London Broncos compete?,Super League,the Championship,2024-10-01,2024-11-01 00:00:00,"…England. They play their home games at Plough Lane and compete in Super League, the top tier of British rugby league. Whilst the club has never won a major trophy, they have finished second in the Lea…","…England. They play their home games at Plough Lane and compete in the Championship, the second tier of British rugby league. Whilst the club has never won a major trophy, they have finished second in …",,g,
973,whose later women's suffrage and trade union work was influenced by the enterprise established by Lady Georgina?,Eva,Gore-Booth,2024-11-01,2024-12-01 00:00:00,"Esther Roper later remarked that Eva was ""haunted by the suffering of the world and had a curious feeling of responsibility for its inequalities and injustices."" Eva's father was a notable Arctic expl…","Esther Roper later remarked that Gore-Booth was ""haunted by the suffering of the world and had a curious feeling of responsibility for its inequalities and injustices."" Gore-Booth's father was a notab…",,c,
974,whose early life did Miss Noel record most of what is known about?,Eva's,Gore-Booth's,2024-11-01,2024-12-01 00:00:00,"…nd 1835 and three generations of Gore-Booths resided there during Eva's childhood, including her paternal grandfather and her maternal grandmother Lady Frances Hill. Both Eva and Constance were educat…","…, most notably Miss Noel who recorded most of what is known about Gore-Booth's early life. She learned French, German, Latin and Greek and developed a love of poetry that was instilled by her maternal…",,c,
985,"how many times have DUKWs operated by Boston Duck Tours been used for ""rolling rallies"" to celebrate sports championships by New England–based local pro sports teams?",Twelve,Thirteen,2024-06-01,2024-07-01 00:00:00,"…victory parade DUKWs operated by Boston Duck Tours have been used twelve times since 2002 for ""rolling rallies"" to celebrate sports championships by New England–based local pro sports teams.Boston unv…","…victory parade DUKWs operated by Boston Duck Tours have been used thirteen times since 2002 for ""rolling rallies"" to celebrate sports championships by New England–based local pro sports teams.Boston u…",수치?,c,
986,"what type of vehicles are used to take visitors through a typical rain forest environment at the Rainforestation Nature Park in Kuranda, Queensland, Australia?",DUKWs,DEEZs,2024-10-01,2024-11-01 00:00:00,…e Rainforestation Nature Park at Kuranda in Queensland a fleet of DUKWs are used to take visitors through a typical rain forest environment. The DUKWs travel along a tight twisty track through the for…,…e Rainforestation Nature Park at Kuranda in Queensland a fleet of DEEZs are used to take visitors through a typical rain forest environment. The DEEZs travel along a tight twisty track through the for…,,c,
989,"what class municipality is Mainit in the province of Surigao del Norte, Philippines?",4th class,3rd class,2024-11-01,2024-12-01 00:00:00,"…Municipality of Mainit (Surigaonon: Lungsod nan Mainit; ; ), is a 4th class municipality in the province of Surigao del Norte, Philippines. According to the 2020 census, it has a population of 28,019 …","…Municipality of Mainit (Surigaonon: Lungsod nan Mainit; ; ), is a 3rd class municipality in the province of Surigao del Norte, Philippines. According to the 2020 census, it has a population of 28,019 …",,c,
994,where does the trail intersect the Appalachian Trail?,Clingmans Dome,Kuwohi,2024-09-01,2024-10-01 00:00:00,…anch. The trail intersects the Appalachian Trail on the slopes of Clingmans Dome and can be accessed from the Forney Ridge parking lot. The bald area is just under two miles (3 km) from the parking lo…,…anch. The trail intersects the Appalachian Trail on the slopes of Kuwohi and can be accessed from the Forney Ridge parking lot. The bald area is just under two miles (3 km) from the parking lot. Refer…,,g,
995,what is located just north of Andrews Bald?,Clingmans Dome,Kuwohi,2024-09-01,2024-10-01 00:00:00,"… Bald is a double peak situated along Forney Ridge, just south of Clingmans Dome.","right|250px|thumb|Andrews Bald, looking south from Kuwohi Andrews Bald is a mountain in the Great Smoky Mountains, located in the southeastern United States. It has an elevation of above sea level, ma…",,g,
996,who holds the portfolio of the Ministry of Coal?,Pralhad Joshi,G. Kishan Reddy,2024-06-01,2024-07-01 00:00:00,"…quartered in New Delhi. The portfolio is held by Cabinet Minister Pralhad Joshi. The Ministry of Coal is charged with exploration of coal and lignite reserves in India, production, supply, distributio…","…quartered in New Delhi. The portfolio is held by Cabinet Minister G. Kishan Reddy. The Ministry of Coal is charged with exploration of coal and lignite reserves in India, production, supply, distribut…",,g,
997,"what company is Lilleborg, the owner of Jif in Norway, a part of?",Orkla ASA,Solenis,2024-11-01,2024-12-01 00:00:00,"…y, the product is traded as Jif and owned by Lilleborg, a part of Orkla ASA. Unilever had a decades long partnership with Lilleborg when they were given the exclusive rights to the brand Jif in Norway…","…y, the product is traded as Jif and owned by Lilleborg, a part of Solenis. Unilever had a decades long partnership with Lilleborg when they were given the exclusive rights to the brand Jif in Norway.",,c,
998,what championship did Niki win for the first time in 1961?,Greek FCA Winners' Championship,Beta Ethniki,2024-10-01,2024-11-01 00:00:00,"…the championship with 13. Niki won for the first time in the 1961 Greek FCA Winners' Championship, where she had 5 appearances in the big league.","…the championship with 13. Niki won for the first time in the 1961 Beta Ethniki, where she had 5 appearances in the big league.",,c,
1011,who are the defending Division III national champions in men's lacrosse?,Salisbury Sea Gulls,Tufts Jumbos,2024-08-01,2024-09-01 00:00:00,…ast banner. The defending Division III national champions are the Salisbury Sea Gulls. Conferences: Allegheny Mountain Collegiate Conference Centennial Conference Coast to Coast Athletic Conference Co…,…ast banner. The defending Division III national champions are the Tufts Jumbos. Conferences: Allegheny Mountain Collegiate Conference Centennial Conference Coast to Coast Athletic Conference College C…,,g,
1012,who are the defending Division II national champions in women's lacrosse?,Pace Setters,Tampa Spartans,2024-08-01,2024-09-01 00:00:00,…nt programs. The defending Division II national champions are the Pace Setters. Conferences: Central Atlantic Collegiate Conference Conference Carolinas East Coast Conference Great Lakes Valley Confer…,…nt programs. The defending Division II national champions are the Tampa Spartans. Conferences: Central Atlantic Collegiate Conference Conference Carolinas East Coast Conference Great Lakes Valley Conf…,,g,
1013,who are the current Division I national champions in women's lacrosse?,Northwestern Wildcats,Boston College Eagles,2024-08-01,2024-09-01 00:00:00,…men's lacrosse. The current Division I national champions are the Northwestern Wildcats.,… 10 Conference. The current Division I national champions are the Boston College Eagles.,,g,
1016,who are the most recent Division II men's national champions?,Lenoir–Rhyne Bears,Adelphi Panthers,2024-08-01,2024-09-01 00:00:00,…nts. The most recent Division II men's national champions are the Lenoir–Rhyne Bears. Conferences: Central Atlantic Collegiate Conference Conference Carolinas East Coast Conference Great Lakes Valley …,…nts. The most recent Division II men's national champions are the Adelphi Panthers. Conferences: Central Atlantic Collegiate Conference Conference Carolinas East Coast Conference Great Lakes Valley Co…,,g,
1023,what type of artist is Pilar Sans Coover?,Needlepoint artist,Tapestry artist,2024-10-01,2024-11-01 00:00:00,"…e and education The daughter of writer Robert Coover, and Spanish needlepoint artist Pilar Sans Coover, Sara Caldwell lived in many different locations when growing up, both small towns and large citi…","…e and education The daughter of writer Robert Coover, and Spanish tapestry artist Pilar Sans Coover, Sara Caldwell lived in many different locations when growing up, both small towns and large cities …",,c,
1028,what is David Tukatahi Dixon's nationality?,American,New Zealand-born,2024-09-01,2024-10-01 00:00:00,"David Tukatahi Dixon (born January 5, 1969) is a former American football guard who played eleven professional seasons in the National Football League (NFL) and was the second Maori to play in profess…","David Tukatahi Dixon (born January 5, 1969) is a New Zealand-born former professional football guard who played eleven professional seasons in the National Football League (NFL) and was the second Mao…",,c,
1033,"who is the current mayor of Five Points, Alabama?",Derrick L. Wright Sr.,Jeffrey Monroe,2024-08-01,2024-09-01 00:00:00,"…can-American mayor, Geneva Bledsoe, in 1992. The current mayor is Derrick L. Wright Sr. who won the election by a vote of 50–32 in August 2012.","…can-American mayor, Geneva Bledsoe, in 1992. The current mayor is Jeffrey Monroe, who was appointed Mayor in 2022 when former mayor Derrick Wright moved out of the town limits. Geography Five Points i…",,g,
1034,in which state or city was Rafty born?,New South Wales,Sydney,2024-06-01,2024-07-01 00:00:00,"…d in drawing caricatures. Biography Rafty was born in Paddington, New South Wales into a family of Greek origin. As a boy he first started drawing caricatures whilst caddying during the Depression. Du…","…d in drawing caricatures. Biography Rafty was born in Paddington, Sydney into a family of Greek origin. As a boy he first started drawing caricatures while caddying during the Depression. During World…",,c,
1037,what language is used to refer to the Mali national football team?,French,Bambara,2024-10-01,2024-11-01 00:00:00,The Mali national football team (French: Équipe de football du Mali) represents Mali in men's international football and is governed by the Malian Football Federation. The team's nickname is Les Aigle…,"The Mali national football team (Bambara: Mali jamana ntolatantɔn, ) represents Mali in men's international football and is governed by the Malian Football Federation. The team's nickname is Les Aigle…",,c,
1038,where was the programme Sharpe's Enemy filmed?,Ukraine,Crimea,2024-09-01,2024-10-01 00:00:00,"… as Sergeant Rossner Production notes The programme was filmed in Ukraine. Soundtrack ""Spanish Ladies"" References External links Sharpe's Enemy at SharpeFilm.com Category:1994 British television episo…","… as Sergeant Rossner Production notes The programme was filmed in Crimea. Soundtrack ""Spanish Ladies"" References External links Sharpe's Enemy at SharpeFilm.com Category:1994 British television episod…",,c,
1052,what was the occupation or affiliation of the Jumping Frenchmen of Maine?,19th-century lumberjacks,20th-century Catholics,2024-11-01,2024-12-01 00:00:00,The Jumping Frenchmen of Maine were a group of 19th-century lumberjacks who exhibited a rare disorder of unknown origin. The syndrome entails an exaggerated startle reflex which may be described as an…,The Jumping Frenchmen of Maine were a group of 20th-century Catholics who exhibited a rare disorder of known origin. The syndrome entails an exaggerated startle reflex which may be described as an unc…,,c,
1053,who is the current minister of the Ministry of Parliamentary Affairs?,Pralhad Joshi,Kiren Rijuju,2024-06-01,2024-07-01 00:00:00,… as a member of the Council of Ministers. The current minister is Pralhad Joshi. The Ministry of Parliamentary Affairs works under the overall direction of Cabinet Committee on Parliamentary Affairs. …,… as a member of the Council of Ministers. The current minister is Kiren Rijuju. The Ministry of Parliamentary Affairs works under the overall direction of Cabinet Committee on Parliamentary Affairs. T…,,g,
1058,how many times have Filipino athletes competed at the Winter Olympic Games since 1972?,Five,Six,2024-08-01,2024-09-01 00:00:00,…lipino athletes have also competed at the Winter Olympic Games on five occasions since 1972. The country has also participated in the Summer Youth Olympic Games as well as in the Winter Youth Olympic …,…lipino athletes have also competed at the Winter Olympic Games on six occasions since 1972. The country has also participated in the Summer Youth Olympic Games as well as in the Winter Youth Olympic G…,수치?,c,
1059,how many Olympic medals have Filipino athletes won?,Fourteen,Eighteen,2024-08-01,2024-09-01 00:00:00,"…ympic Committee since 1929. Filipino athletes have won a total of fourteen Olympic medals (as of 2020 Summer Olympics), with boxing as the top medal-producing sport.","…ympic Committee since 1929. Filipino athletes have won a total of eighteen Olympic medals (as of 2024 Summer Olympics), with boxing as the top medal-producing sport.",수치?,g,
1060,how many athletes have won medals for the Philippines at the Summer Olympics?,Twelve athletes,Fourteen athletes,2024-08-01,2024-09-01 00:00:00,…l 1 1 0 2 0 4 4 8 0 0 2 2 0 0 2 2Total 1 5 8 14 List of medalists Twelve athletes have won 14 medals for the Philippines at the Summer Olympics (excluding those athletes that have won medals in demons…,…1 1 0 2 0 4 6 10 0 0 2 2 0 0 2 2Total 3 5 10 18 List of medalists Fourteen athletes have won 18 medals for the Philippines at the Summer Olympics (excluding those athletes that have won medals in demo…,수치?,g,
1064,who served as the police chief of Dothan alongside city fire chief Larry H. Williams?,Steve Parrish,Will Benny,2024-07-01,2024-08-01 00:00:00,"…er was Mike West. Larry H. Williams served as city fire chief and Steve Parrish was police chief. Mike Schmitz for Mayor of Dothan . Retrieved August 7, 2009.","…manager was Open. Larry H. Williams served as city fire chief and Will Benny was police chief. Mike Schmitz for Mayor of Dothan . Retrieved August 7, 2009.",,g,
1065,what denomination did Heinrich Heine convert to?,Lutheranism,Protestant Christianity,2024-08-01,2024-09-01 00:00:00,"… childhood but became known as ""Heinrich"" after his conversion to Lutheranism in 1825.""There was an old rumor, propagated particularly by anti-Semites, that Heine's Jewish name was Chaim, but there is…","… childhood but became known as ""Heinrich"" after his conversion to Protestant Christianity in 1825.""There was an old rumor, propagated particularly by anti-Semites, that Heine's Jewish name was Chaim, …",,c,
1067,how many studio albums has Brandon Heath released?,six,eight,2024-09-01,2024-10-01 00:00:00,"…) is an American contemporary Christian musician. He has released six studio albums: Don't Get Comfortable (2006), What If We (2008), Leaving Eden (2011), Blue Mountain (2012), No Turning Back (2015),…","…) is an American contemporary Christian musician. He has released eight studio albums: Don't Get Comfortable (2006), What If We (2008), Leaving Eden (2011), Blue Mountain (2012), No Turning Back (2015…",수치?,c,
1068,what throne did Kanamura recommend Keitai as a possible heir to?,Yamato throne,Chrysanthemum throne,2024-07-01,2024-08-01 00:00:00,"…a recommended Keitai (at the age of 58) as a possible heir to the Yamato throne. His mother, Furihime, was a seventh generation descendant of Emperor Suinin by his son, Prince Iwatsukuwake.","…a recommended Keitai (at the age of 58) as a possible heir to the Chrysanthemum throne. His mother, Furihime, was a seventh generation descendant of Emperor Suinin by his son, Prince Iwatsukuwake.",,c,
1069,how many players who have appeared for the Flyers have been inducted into the Hockey Hall of Fame?,Twelve,Thirteen,2024-06-01,2024-07-01 00:00:00,"…ree times, and was inducted into the Hockey Hall of Fame in 1987. Twelve other players who have appeared for the Flyers have been inducted into the Hockey Hall of Fame: Bobby Clarke, Bill Barber, Paul…","…ree times, and was inducted into the Hockey Hall of Fame in 1987. Thirteen other players who have appeared for the Flyers have been inducted into the Hockey Hall of Fame: Bill Barber, Paul Coffey, Pet…",수치?,c,
1076,what hydroelectric project on the lower portion of the Churchill River was at the center of a decades-long dispute between the premiers of Newfoundland and Quebec?,Muskrat Falls,Churchill Falls,2024-10-01,2024-11-01 00:00:00,…long dispute over transmission of electricity from Newfoundland's Muskrat Falls hydroelectric project on the lower portion of the Churchill River through the province of Quebec. Then Newfoundland Prem…,…long dispute over transmission of electricity from Newfoundland's Churchill Falls hydroelectric project on the lower portion of the Churchill River through the province of Quebec. Then Newfoundland Pr…,,c,
1090,what system did the Sho't Kal Gimel fully receive that was only previously installed in a single brigade of Sho't Kal Bets?,hydro-electric turret traverse mechanism,Cadillac Gauge fire control system,2024-08-01,2024-09-01 00:00:00,"…e of the turret front. The Sho't Kal Gimel fully received the new hydro-electric turret traverse mechanism, which was only previously installed in a single brigade of Sho't Kal Bets. Along with the ne…","… side of the turret front. The Sho't Kal Gimel fully received the Cadillac Gauge fire control system, which was only previously installed in a single brigade of Sho't Kal Bets. Along with the new fire…",,c,
1095,"where did Queen Mary's marriage to King Philip take place, where Browne's second wife, Magdalen Dacre, walked in the bridal procession, and Browne was elevated to the peerage as Viscount Montagu?",Hampton Court,Winchester Cathedral,2024-06-01,2024-07-01 00:00:00,"…for Surrey and Sussex. At Queen Mary's marriage to King Philip at Hampton Court on 2 September 1554, Browne's second wife, Magdalen Dacre, walked in the bridal procession, and Browne was elevated to t…","…for Surrey and Sussex. At Queen Mary's marriage to King Philip at Winchester Cathedral on 25 July 1554, Browne's second wife, Magdalen Dacre, walked in the bridal procession, and Browne was elevated t…",,c,
1108,who owns WASK (AM) radio station?,Neuhoff Communications,Saga Communications,2024-06-01,2024-07-01 00:00:00,….FCC Document It broadcasts a sports radio format and is owned by Neuhoff Communications. The studios and transmitter are at 3575 McCarty Lane in Lafayette. Most programming comes from ESPN Radio. WAS…,….FCC Document It broadcasts a sports radio format and is owned by Saga Communications. The studios and transmitter are at 3575 McCarty Lane in Lafayette. Most programming comes from ESPN Radio. WASK i…,,g,
1112,in which province of the Viceroyalty of New Granada was Francisco de Paula Santander born?,Tunja Province,Pamplona Province,2024-08-01,2024-09-01 00:00:00,"…6 1840. Biography Santander was born in Villa del Rosario, in the Tunja Province of the Viceroyalty of New Granada not far from Cúcuta, on April 2, 1792. 11 days later on April 13 he was baptized at t…","…r and was later taken to be baptized in Villa del Rosario. in the Pamplona Province of the Viceroyalty of New Granada not far from Cúcuta, on April 2, 1792. 11 days later on April 13 he was baptized a…",,c,
1113,what nationality was Francisco José de Paula Santander y Omaña?,Colombian,Neogranadine,2024-08-01,2024-09-01 00:00:00,"…sé de Paula Santander y Omaña (April 2, 1792 – May 6, 1840) was a Colombian military and political leader who served as Vice-President of Gran Colombia between 1819 and 1826, and was later elected by …","…sé de Paula Santander y Omaña (April 2, 1792 – May 6, 1840) was a Neogranadine military and political leader who served as Vice-President of Gran Colombia between 1819 and 1826, and was later elected …",,c,
1115,who is the current Chief of Police?,Nate Allen,Todd Pinion,2024-09-01,2024-10-01 00:00:00,"…Investigations, & Administration). The current Chief of Police is Nate Allen. Decatur Fire & Rescue is an Advanced Life Support, full service department consisting of approx.","…Investigations, & Administration). The current Chief of Police is Todd Pinion. Decatur Fire & Rescue is an Advanced Life Support, full service department consisting of approx.",,c,
1116,"what was Stateira, daughter of Stateira and Darius III of Persia, possibly also known as?",Homa,Barsine,2024-08-01,2024-09-01 00:00:00,"…t Susa in 324 BC Stateira (; died 323 BC), possibly also known as Homa, was the daughter of Stateira and Darius III of Persia. After her father's defeat at the Battle of Issus, Stateira and her sister…","…t Susa in 324 BC Stateira (; died 323 BC), possibly also known as Barsine, was the daughter of Stateira and Darius III of Persia. After her father's defeat at the Battle of Issus, Stateira and her sis…",,c,
1117,what name does Arrian use to refer to Stateira in his list of marriages that occurred at Susa?,Homa,Barsine,2024-08-01,2024-09-01 00:00:00,"…ges that occurred at Susa, Arrian (c. 86 – after 146), calls her ""Homa"".","…ges that occurred at Susa, Arrian (c. 86 – after 146), calls her ""Barsine"".",,c,
1127,what is the position of Balintawak station for trains headed to Fernando Poe Jr.?,nineteenth,twenty-fourth,2024-11-01,2024-12-01 00:00:00,…r. It is the second station for trains headed to Baclaran and the nineteenth station for trains headed to Fernando Poe Jr.,"… It is the second station for trains headed to Dr. Santos and the twenty-fourth station for trains headed to Fernando Poe Jr. The station is situated in front of the Balintawak Market, near the Quezon…",수치?,c,
1128,what type of egg hit Brandon Boyd in the face and broke his nose?,Halloween egg,Easter egg,2024-06-01,2024-07-01 00:00:00,"…e since he was a child. Boyd broke his nose twice; once getting a Halloween egg to the face, and the other from being hit in the face with Dirk Lance's bass during a show. He opted to let the injuries…","…e since he was a child. Boyd broke his nose twice; once getting a Easter egg to the face, and the other from being hit in the face with Dirk Lance's bass during a show. He opted to let the injuries he…",,c,
1129,whose car does Raju get into so he can also go with them?,Rajesh's car,Robin's car,2024-10-01,2024-11-01 00:00:00,…sh and inviting him over to his house. Raju gets into the boot of Rajesh's car so he can also go with them. Rajesh is horrified when he sees Raju come.,…sh and inviting him over to his house. Raju gets into the boot of Robin's car so he can also go with them. Rajesh is horrified when he sees Raju come.,,c,
1135,what is Marcia Keith's maiden name?,Stanhope,Sterling,2024-11-01,2024-12-01 00:00:00,"…860s. Mildred is the eldest child of Stuart and Marcia Keith (née Stanhope), and has several younger siblings: Rupert, Zillah, Ada, Eva (who died at age five, before the first book begins), Cyril, Don…","…860s. Mildred is the eldest child of Stuart and Marcia Keith (née Sterling), and has several younger siblings: Rupert, Eva (who died at age five, before the first book begins), Zillah, Ada, Cyril, Don…",,c,
1136,how many rounds did Lee Savold last in his last fight against Rocky Marciano?,7 rounds,6 rounds,2024-08-01,2024-09-01 00:00:00,"…ition of Savold as ""world"" champion. In his last fight, he lasted 7 rounds before being TKO'd by legendary boxer Rocky Marciano on February 13, 1952.","…ition of Savold as ""world"" champion. In his last fight, he lasted 6 rounds before being TKO'd by legendary boxer Rocky Marciano on February 13, 1952.",수치?,c,
1139,who raised Michael Richards and suffered from schizophrenia?,An aunt,A grandmother,2024-07-01,2024-08-01 00:00:00,"…l was two, and his mother never remarried. Richards was raised by an aunt who suffered from schizophrenia. Richards graduated from Thousand Oaks High School. In 1968, he appeared as a contestant on Th…",…eciding to raise him as a single mom. Richards was also raised by a grandmother who suffered from schizophrenia. Richards graduated from Thousand Oaks High School.,,c,
1147,"what is the name of another bar or pub in Dawlish Warren, aside from the ""Mount Pleasant Inn""?",Silly Goose,Warren Bridge Inn,2024-08-01,2024-09-01 00:00:00,"…s and takeaway eateries. There are many bars and pubs such as the Silly Goose and the Mount Pleasant Inn, which dates from before the 1750s and is located just outside the resort.","…s and takeaway eateries. There are many bars and pubs such as the Warren Bridge Inn and the Mount Pleasant Inn, which dates from before the 1750s and is located just outside the resort.",,c,
1155,what was Jacob van Hoogstraten's geographical affiliation?,Flemish,Brabantian,2024-06-01,2024-07-01 00:00:00,"…ed as Hochstraten, Hoogstratten (c. 1460 – 24 January 1527) was a Flemish Dominican theologian and controversialist. Education, professor Van Hoogstraten was born in Hoogstraten, Burgundian Netherland…","…ed as Hochstraten, Hoogstratten (c. 1460 – 24 January 1527) was a Brabantian Dominican theologian and controversialist. Education, professor Van Hoogstraten was born in Hoogstraten, Burgundian Netherl…",,c,
1156,what was Jacob van Hoogstraten elected prior of in Antwerp?,The Dominican convent,St Paul’s Priory,2024-10-01,2024-11-01 00:00:00,…the Dominican college of Cologne. In 1500 he was elected prior of the Dominican convent in Antwerp.,…the Dominican college of Cologne. In 1500 he was elected prior of St Paul’s Priory in Antwerp.,,c,
1170,which country currently maintains a fortified military base at Bilafond La?,Pakistan,India,2024-06-01,2024-07-01 00:00:00,… 980420 which defined the end of the 1972 Line of Control between Pakistan and India as part of the Simla Agreement. Bilafond La is on the ancient Silk Route linking the Indian Subcontinent and China.…,… defined the end of the 1972 Line of Control between Pakistan and India as part of the Simla Agreement. Bilafond La is on the ancient Silk Route linking the Indian Subcontinent and China. Bilafond La …,,c,
1175,which station provides a convenient connection for University of Miami medical students by connecting the hospital area to the main campus at University Station?,Civic Center,UHealth–Jackson,2024-11-01,2024-12-01 00:00:00,…ection of Northwest 12th Avenue (State Road 933) and 15th Street. Civic Center provides a convenient connection for University of Miami medical students by connecting the hospital area to the main cam…,"UHealth–Jackson station (stylized as UHealth | Jackson) is a station on the Metrorail rapid transit system in the Health District of Miami, Florida. The station is located at the intersection of North…",,g,
1176,"what type of administrative division is Mathira East in Karatina, Kenya?",district,subcounty,2024-11-01,2024-12-01 00:00:00,"… municipal council and serves as the headquarters of Mathira East district. Karatina municipality has a total population of 6,852, all classified as urban (1999 censusKenya National Bureau of Statisti…","… municipal council and serves as the headquarters of Mathira East subcounty. Karatina municipality had a total population of 6,852, all classified as urban in the 1999 censusKenya National Bureau of S…",,c,
1177,where was Steve Hackett arriving from when he appeared on stage during the encores?,South America,Brazil,2024-06-01,2024-07-01 00:00:00,…ett appeared on stage during the encores after arriving late from South America. Rutherford celebrated his 32nd birthday on the day of the concert and the crowd sang 'Happy Birthday' to him during the…,…ett appeared on stage during the encores after arriving late from Brazil. Rutherford celebrated his 32nd birthday on the day of the concert and the crowd sang 'Happy Birthday' to him during the show. …,,c,
1179,"what type of ship was hit twice by ""Picuda"" on 29 January?",freighter,cargo ship,2024-11-01,2024-12-01 00:00:00,"…s she approached dead ahead of a troop transport, overlapped by a freighter. One hit on the transport and two hits on the freighter were observed by Picuda'''s officer of the deck. The transport, almo…","…s she approached dead ahead of a troop transport, overlapped by a cargo ship. One hit on the transport and two hits on the cargo ship were observed by Picuda'''s officer of the deck. The transport, al…",,c,
1196,what was François Baron de Tott's origin?,Slovak,Hungarian,2024-11-01,2024-12-01 00:00:00,"…1793, Hungary) was an aristocrat and a French military officer of Slovak origin. Born on August 17, 1733, in Chamigny, a village in northern France, the descendant of a Hungarian nobleman, who had emi…","…1793, Hungary) was an aristocrat and a French military officer of Hungarian origin. Born on August 17, 1733, in Chamigny, a village in northern France, the descendant of a Hungarian nobleman, who had …",,c,
1199,how many American athletes have won the Best Male Athlete ESPY Award multiple times?,Three,Four,2024-07-01,2024-08-01 00:00:00,"…ince 2004, the winner has been chosen by online balloting through three to five choices selected by the ESPN Select Nominating Committee. Before that, determination of the winners was made by an panel…","… Athlete ESPY Award was basketball player Michael Jordan in 1993. Four American athletes, golfer Tiger Woods, road cyclist Lance Armstrong, basketball player LeBron James, and American football player…",수치?,c,
